STATES,BASIN,LATITUDE,LONGTITUDE,WKA,STA No.,RIVER,SMP-DAT,DO (% Sat) ,DO (mg/l),BOD (mg/l),COD (mg/l),SS (mg/l),pH (unit),NH3-NL (mg/l),TEMP (Deg C),COND (uS),SAL (ppt),TUR (NTU),DS (mg/l),TS (mg/l),NO3- (mg/l),Cl (mg/l),PO4 (mg/l),As (mg/l),Hg (mg/l),Cd (mg/l),Cr (mg/l),Pb (mg/l),Zn (mg/l),Ca (mg/l),Fe (mg/l),K (mg/l),Mg (mg/l),Na (mg/l),OG (mg/l),MBAS (mg/l),E-coli (cfu/100ml),Coliform (cfu/100ml),DO INDEX,BOD INDEX,COD INDEX,AN INDEX,SS INDEX,PH INDEX,WQI,CLASS
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L01,LANGAT,09-May-14,64.2,4.77,6,17,3,4.78,1.24,30.73,1038,0.51,8.5,620,623,0.50,230.0,0.04,<0.001,<0.0002,0.002,<0.001,<0.01,0.23,22.0,0.05,11.1,19.1,128.0,<1,<0.05,0,0,70,77,77,42,96,50,70.0,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L02,LANGAT,09-May-14,50.6,3.95,6,16,53,6.90,0.58,27.97,123,0.06,89.7,68,121,0.94,4.7,0.04,0.002,<0.0002,<0.001,<0.001,<0.01,0.06,12.0,0.28,2.7,1.4,6.1,<1,<0.05,900,26000,51,77,78,60,71,99,70.6,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,09-May-14,66.3,5.14,9,24,98,6.99,0.54,28.40,123,0.06,231.3,68,166,1.18,5.1,0.06,0.004,<0.0002,<0.001,<0.001,<0.01,0.04,13.8,0.52,3.3,1.0,5.8,<1,<0.05,14200,170000,73,65,69,62,55,100,69.6,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,07-May-14,47.6,3.60,16,44,23,6.83,3.39,29.91,263,0.12,49.0,179,202,0.27,18.8,0.12,0.011,<0.0002,<0.001,0.002,<0.01,0.05,28.3,0.65,6.0,1.6,15.7,<1,<0.05,80000,590000,46,43,50,7,85,99,52.7,III
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,07-May-14,43.9,3.31,17,53,34,6.75,2.27,29.56,262,0.12,80.0,173,207,0.04,13.0,0.11,0.011,<0.0002,<0.001,0.002,<0.01,0.04,28.7,0.66,5.9,1.6,15.6,<1,<0.05,94000,550000,41,41,43,24,79,99,51.6,IV
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L02,LANGAT,06-Jun-14,57.9,4.47,7,19,55,7.07,1.07,28.84,171,0.08,92.5,95,150,1.46,12.0,0.09,0.003,<0.0002,<0.001,<0.001,<0.01,0.05,10.9,0.41,4.5,1.5,9.3,<1,<0.05,1400,74000,61,73,74,46,70,99,69.2,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,06-Jun-14,76.9,5.98,17,48,68,7.04,0.89,28.30,135,0.06,143.7,76,144,1.17,6.7,0.12,0.006,<0.0002,<0.001,<0.001,<0.01,0.07,11.0,0.57,3.5,0.8,6.7,<1,<0.05,26000,770000,86,41,47,51,65,99,64.0,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,06-Jun-14,76.3,6.09,12,37,44,7.38,1.54,26.94,127,0.06,101.2,83,127,0.92,7.8,0.13,0.005,<0.0002,<0.001,<0.001,<0.01,0.07,10.1,0.38,4.9,0.8,8.3,<1,<0.05,94000,840000,85,55,57,37,75,98,67.4,III
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,06-Jun-14,76.2,6.08,16,42,103,6.94,2.45,26.89,126,0.06,197.9,73,176,0.92,6.0,0.14,0.005,<0.0002,<0.001,<0.001,<0.01,0.08,10.1,0.51,3.2,0.8,6.7,<1,<0.05,60000,960000,85,43,51,21,59,100,59.7,III
SELANGOR,LANGAT,02 51 898,101 26 249,19,1L01,LANGAT,04-Jul-14,79.5,5.31,10,27,42,6.62,0.02,31.22,30239,18.65,78.9,20000,20042,0.08,11900.0,0.05,0.003,<0.0002,<0.001,<0.001,<0.01,<0.01,235.0,0.01,500.0,2600.0,5650.0,<1,<0.05,500,2600,89,61,66,99,76,98,80.4,II
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,04-Jul-14,47.2,3.57,10,29,37,7.17,<0.01,29.74,295,0.14,73.3,187,224,5.29,28.6,0.06,0.002,<0.0002,<0.001,<0.001,<0.01,<0.01,23.4,0.16,8.4,3.3,22.5,<1,<0.05,600,44000,45,61,64,100,78,99,71.2,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,04-Jul-14,77.1,5.72,9,26,33,7.25,2.15,30.29,185,0.09,69.4,101,134,1.57,12.4,0.08,0.004,<0.0002,<0.001,<0.001,<0.01,0.01,16.9,0.07,5.2,1.2,11.8,<1,<0.05,7000,96000,86,65,67,27,80,98,70.6,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,04-Jul-14,42.4,3.34,17,51,27,6.89,3.87,27.60,226,0.11,60.2,153,180,1.22,27.6,0.19,0.005,<0.0002,<0.001,<0.001,<0.01,0.02,21.7,0.37,9.5,7.7,56.8,<1,<0.05,32000,530000,38,41,44,1,83,99,48.5,IV
SELANGOR,LANGAT,03 10 044,101 51 034,19,1L07,LANGAT,04-Jul-14,105.1,8.46,6,15,2,7.30,0.07,26.21,46,0.02,3.5,26,28,0.77,1.4,0.08,0.002,<0.0002,<0.001,<0.001,<0.01,0.01,4.0,0.40,2.2,0.9,4.3,<1,<0.05,4200,88000,100,77,79,93,96,98,90.4,II
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,04-Jul-14,80.4,5.54,18,52,24,6.98,3.82,27.36,230,0.11,55.7,156,180,1.17,29.4,0.16,0.006,0.0010,<0.001,<0.001,<0.01,0.02,20.5,0.33,5.5,1.2,13.8,<1,<0.05,30000,6900000,90,38,44,1,84,100,59.6,III
SELANGOR,LANGAT,03 06 677,101 49 009,19,1L16,LANGAT,04-Jul-14,95.8,7.74,5,14,4,7.41,0.25,26.27,53,0.02,10.4,28,32,0.75,2.5,0.08,0.003,0.0003,<0.001,<0.001,<0.01,<0.01,3.8,0.40,2.4,0.7,4.2,<1,<0.05,12000,140000,100,79,80,74,95,97,87.9,II
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L02,LANGAT,07-Aug-14,51.3,3.86,5,15,39,7.42,1.08,30.24,319,0.15,85.7,199,238,4.66,33.0,0.05,0.003,<0.0002,<0.001,<0.001,<0.01,0.04,23.5,0.01,8.8,3.9,29.7,<1,0.06,300,650000,52,79,79,46,77,97,70.0,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,07-Aug-14,70.0,5.20,8,21,30,7.31,5.75,30.92,282,0.13,65.7,179,209,0.81,19.5,0.14,0.011,<0.0002,<0.001,<0.001,<0.01,0.02,22.2,0.02,7.2,1.7,22.4,<1,0.07,2000,31000,78,69,73,0,81,98,66.7,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,07-Aug-14,44.6,3.46,12,29,39,6.65,4.21,28.33,256,0.12,80.0,163,202,0.01,14.9,0.15,0.011,<0.0002,<0.001,<0.001,<0.01,0.04,23.0,0.15,5.8,1.4,17.4,<1,0.19,140000,12200000,42,55,64,0,77,98,53.8,III
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,07-Aug-14,65.3,5.15,20,56,40,6.84,4.19,27.97,255,0.12,83.1,166,206,0.01,15.0,0.15,0.010,0.0006,<0.001,<0.001,<0.01,0.03,23.8,0.16,6.0,1.4,17.8,<1,0.10,580000,77000000,72,34,41,0,76,99,52.9,III
SELANGOR,LANGAT,02 51 898,101 26 249,19,1L01,LANGAT,07-Sep-14,68.6,4.80,8,37,18,6.91,0.21,27.49,33678,21.05,37.8,19600,19618,0.07,11200.0,0.05,0.003,<0.0002,<0.001,<0.001,<0.01,0.01,249.0,0.02,281.0,715.0,5250.0,<1,0.08,160,130000,76,69,57,78,87,99,76.5,III
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,07-Sep-14,54.1,4.31,8,35,40,6.92,1.48,26.96,319,0.15,81.0,207,247,2.74,23.5,0.05,0.002,<0.0002,<0.001,<0.001,<0.01,0.01,18.9,0.14,8.1,4.7,21.6,<1,<0.05,300,32000,56,69,58,38,76,99,64.4,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,07-Sep-14,71.3,5.73,8,30,12,6.96,2.91,26.51,272,0.13,25.2,265,277,0.63,141.0,0.08,0.006,<0.0002,<0.001,<0.001,<0.01,<0.01,15.0,0.07,7.4,9.1,81.0,<1,0.05,800,40000,80,69,63,13,91,100,69.0,III
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L05,LANGAT,04-Sep-14,54.5,4.34,19,78,32,7.17,2.82,27.04,167,0.08,68.1,169,201,<0.01,18.6,0.17,0.008,<0.0002,<0.001,<0.001,<0.01,<0.01,28.8,0.42,5.8,1.9,17.4,<1,0.16,89000,5400000,56,36,27,15,80,99,50.5,IV
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L15,LANGAT,04-Sep-14,60.9,4.82,13,48,29,7.30,3.28,27.27,265,0.12,62.9,165,194,<0.01,17.8,0.16,0.010,<0.0002,<0.001,<0.001,<0.01,0.01,25.3,0.37,5.6,1.6,17.0,<1,0.07,122000,6600000,66,52,46,8,82,98,57.7,III
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,10-Oct-14,72.4,5.61,8,30,77,6.72,1.54,28.64,380,0.18,155.0,233,310,0.72,15.4,<0.01,<0.001,<0.0002,<0.001,<0.001,<0.01,<0.01,24.1,0.02,7.2,9.0,15.7,<1,<0.05,0,1800,81,69,63,37,62,99,68.2,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,10-Oct-14,73.5,5.73,7,26,31,7.08,2.03,28.08,218,0.10,62.1,143,174,1.14,16.1,0.08,0.006,<0.0002,<0.001,<0.001,<0.01,<0.01,17.7,0.21,5.7,1.7,15.8,<1,<0.05,1800,86000,82,73,67,29,81,99,71.9,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,10-Oct-14,54.3,4.13,11,40,31,7.21,2.00,29.12,217,0.10,62.8,141,172,0.01,12.6,0.04,0.007,<0.0002,<0.001,<0.001,<0.01,<0.01,22.1,0.19,5.1,1.3,14.3,<1,<0.05,124000,7900000,56,58,53,30,81,99,61.1,III
SELANGOR,LANGAT,03 10 044,101 51 034,19,1L07,LANGAT,10-Oct-14,112.2,8.72,4,12,4,7.46,0.04,28.66,45,0.02,9.9,26,30,0.24,1.8,0.03,0.002,<0.0002,<0.001,<0.001,<0.01,<0.01,3.1,0.12,2.1,0.6,4.0,<1,<0.05,1600,93000,100,83,83,97,95,97,92.4,II
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,10-Oct-14,76.2,5.91,9,37,33,7.11,1.86,28.60,213,0.10,67.8,140,173,<0.01,12.0,0.05,0.009,<0.0002,<0.001,<0.001,<0.01,<0.01,21.5,0.17,4.7,1.3,14.0,<1,<0.05,76000,4200000,85,65,57,32,80,99,69.5,III
SELANGOR,LANGAT,03 06 677,101 49 009,19,1L16,LANGAT,10-Oct-14,102.9,7.98,4,12,19,7.82,0.11,28.48,54,0.02,38.1,30,49,0.35,3.2,0.03,0.003,<0.0002,<0.001,<0.001,<0.01,<0.01,3.9,0.36,2.6,0.5,4.7,<1,<0.05,12600,134000,100,83,84,89,87,93,89.7,II
SELANGOR,LANGAT,02 51 898,101 26 249,19,1L01,LANGAT,03-Nov-14,58.8,4.52,4,12,3,6.97,1.05,28.91,387,0.18,5.8,239,242,20.50,21.0,<0.01,0.001,0.0064,0.001,<0.001,<0.01,0.17,19.1,0.11,7.0,9.0,21.8,<1,<0.05,0,700,63,83,83,47,96,100,77.2,II
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,03-Nov-14,65.1,5.04,7,17,8,6.67,1.06,28.61,333,0.16,16.9,212,220,12.00,12.0,<0.01,0.002,<0.0002,<0.001,<0.001,<0.01,0.37,19.1,0.11,6.2,7.3,12.3,<1,<0.05,0,800,72,73,77,47,93,98,75.5,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,03-Nov-14,77.9,5.92,7,20,39,6.30,1.32,29.42,168,0.08,79.8,89,128,8.57,8.6,<0.01,0.003,<0.0002,<0.001,<0.001,<0.01,0.02,17.0,0.20,4.4,1.4,10.1,<1,<0.05,200,49000,87,73,74,41,77,95,74.6,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,03-Nov-14,71.0,5.48,7,21,37,7.29,1.89,29.14,180,0.08,75.0,97,134,8.47,8.5,0.02,0.004,<0.0002,<0.001,<0.001,<0.01,0.02,19.0,0.14,4.4,1.2,10.6,<1,<0.05,64000,550000,79,73,73,31,78,98,71.9,III
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,03-Nov-14,69.9,5.28,7,25,40,7.23,1.87,29.00,177,0.08,80.1,96,136,8.50,8.5,0.02,0.004,<0.0002,<0.001,<0.001,<0.01,0.02,25.3,0.20,5.6,1.6,14.9,<1,<0.05,53000,1470000,78,73,69,32,76,99,70.8,III
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,04-Dec-14,52.2,4.20,7,17,24,4.15,1.53,26.44,247,0.11,48.4,180,204,1.36,11.0,<0.01,0.002,<0.0002,<0.001,<0.001,<0.01,0.18,13.0,0.06,5.2,5.5,8.5,<1,<0.05,0,3600,53,73,77,37,84,32,60.6,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,04-Dec-14,77.1,6.26,7,19,74,6.69,1.01,25.99,113,0.05,149.8,66,140,1.94,6.5,<0.01,0.004,<0.0002,<0.001,<0.001,<0.01,<0.01,10.3,0.40,3.0,1.0,6.2,<1,<0.05,1300,35000,86,73,74,48,63,98,73.6,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,04-Dec-14,81.7,6.72,5,16,51,7.28,1.14,25.27,97,0.04,102.2,57,108,2.18,6.0,0.03,0.003,<0.0002,<0.001,<0.001,<0.01,<0.01,8.8,0.48,2.7,0.9,5.9,<1,<0.05,NA,NA,91,79,78,45,72,98,77.5,II
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,04-Dec-14,79.8,6.70,4,12,56,7.46,1.13,25.28,102,0.05,113.2,56,112,1.50,4.6,0.03,0.004,<0.0002,<0.001,<0.001,<0.01,0.01,8.7,0.48,2.6,0.8,5.3,<1,<0.05,9000,69000,89,83,83,45,70,97,78.2,II
SELANGOR,LANGAT,02 51 898,101 26 249,19,1L01,LANGAT,07-Jan-15,78.3,6.26,10,34,113,6.04,1.24,24.61,10824,6.13,227.8,6800,6913,0.112,3110,0.013,0.001813898,<0.0002,<0.001,<0.001,<0.01,0.210998434,86.9855,<0.01,104,235.836,1560,<1,<0.05,200,6700,87.5219626,61.31057952,59.23431171,42.45499904,57.56176063,91.487728,66.93799067,III
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,09-Jan-15,60.5,5.16,4,13,5,6.20,0.58,23.26,169,0.08,11.5,91,96,0.833,6.197,<0.01,0.001149958,<0.0002,<0.001,<0.001,<0.01,0.037581016,11.1445,0.264304084,4.1693422,3.83117,5.57142,<1,<0.05,100,2600,65.123475,83.48,81.81,60.22008441,94.50957173,93.7052,78.67713264,II
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,07-Jan-15,85.9,7.03,7,21,47,7.04,1.19,25.55,133,0.06,94.8,70,117,1.237,7.395,0.055,0.003245513,<0.0002,<0.001,<0.001,<0.01,<0.01,12.046,0.546999,3.90584662,1.12862,6.85245,<1,<0.05,7600,145000,94.2013442,72.78866871,73.11116182,43.50527159,73.31113821,99.24832,76.41729992,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,07-Jan-15,98.5,8.20,8,22,29,7.43,1.43,24.47,140,0.07,58.2,74.1,103.1,0.938,5.305,0.073,0.004761535,<0.0002,<0.001,0.003362224,<0.01,0.020691667,12.4169,0.507423,4.12614662,1.07385,7.01483,<1,<0.05,49000,960000,100,68.75593348,72.03752356,38.57583758,81.5929871,97.242355,77.0999673,II
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,07-Jan-15,98.8,8.25,4,13,28,7.39,1.48,24.25,134,0.06,57.3,73.6,101.6,0.89,5.19,0.066,0.00446416,<0.0002,<0.001,0.003210099,<0.01,0.021801631,12.2384,0.487903,3.83786662,1.01426,6.95231,<1,<0.05,65000,5200000,100,83.48,82.076,37.58366705,82.08658899,97.532795,81.4686997,II
SELANGOR,LANGAT,02 51 898,101 26 249,19,1L01,LANGAT,04-Mar-15,60.8,4.63,6,11,44,7.11,0.65,27.75,10000,5.61,76.4,6500,6544,0.852,2760,0.011,0.001999321,<0.0002,<0.001,<0.001,<0.01,0.023904076,77.7951,0.06511956,92.56385443,194.832,1480,<1,<0.05,700,133000,65.5530576,77.04376321,84.47,57.98804301,74.61492163,99.023795,75.09463699,III
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,04-Mar-15,64.3,5.13,8,15,79,7.44,0.10,26.9,285,0.13,140.1,199,278,3.29,21.513,0.028,0.004261287,<0.0002,<0.001,<0.001,<0.01,0.046953598,20.26,0.47793026,6.84354443,2.86186,22.1893,<1,<0.05,1800,450000,70.4701586,68.75593348,79.15,90.315,61.10760076,97.16672,76.21553477,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,04-Mar-15,68.0,5.45,7,16,15,7.42,1.94,26.62,202,0.09,29.5,104.2,119.2,1.6,13.737,0.012,0.002905591,<0.0002,<0.001,<0.001,<0.01,0.022770923,15.4853,0.02718626,4.78749443,1.43778,13.3603,<1,<0.05,2300,106000,75.4386,72.78866871,77.82,30.69213465,88.84822437,97.31678,73.37508875,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,04-Mar-15,37.5,3.11,6,23,32,7.10,4.32,24.73,226,0.11,54.9,179,211,0.12,15.503,0.085,0.006770384,<0.0002,<0.001,0.001815575,<0.01,0.010788584,18.491,0.05074546,4.98038443,1.19117,16.8104,<1,<0.05,57000,3600000,31.245625,77.04376321,70.86165832,0,80.13405701,99.0595,57.55880696,III
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,04-Mar-15,38.3,3.13,17,48,102,7.08,4.28,24.81,224,0.11,192.8,172,274,0.178,12.715,0.047,0.004806503,<0.0002,<0.001,0.001590541,<0.01,0.015337806,17.8249,0.09756666,4.87598443,1.14472,12.9517,<1,<0.05,30000,4600000,32.3753226,40.69927348,46.55891631,0,58.77891139,99.12728,43.60475896,IV
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L02,LANGAT,05-Apr-15,49.8,3.80,9,38,58,7.01,1.24,29.36,196,0.09,107.5,104,162,1.271,12.383,0.068,0.002576062,<0.0002,<0.001,<0.001,<0.01,0.029507907,15.17658891,0.142743496,4.444479367,1.924632577,11.32718793,<1,<0.05,900,49000,49.3050016,64.93365799,55.20011945,42.49805486,68.77588083,99.326395,61.31453104,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,05-Apr-15,60.1,4.55,7,23,5,6.90,1.25,29.92,135,0.06,13,73,78,0.652,7.448,0.052,0.003286279,<0.0002,<0.001,<0.001,<0.01,0.01854746,11.42585437,<0.01,2.709785937,0.818823264,6.810189551,<1,<0.05,1600,30000,64.5489398,72.78866871,70.86165832,42.13401259,94.50957173,99.3913,72.73706851,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,05-Apr-15,37.4,2.83,17,62,24,7.06,2.05,29.89,245,0.11,40.5,154,178,<0.01,11.311,0.058,0.008206149,<0.0002,<0.001,<0.001,<0.01,0.020693793,15.51608251,<0.01,4.130866032,1.159065407,13.76854367,<1,<0.05,47000,5300000,31.1050752,40.69927348,36.43302347,28.74588621,84.09811951,99.19022,50.07567071,IV
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,05-Apr-15,40.9,3.08,19,50,15,7.16,2.22,30.05,247,0.12,37.8,156,171,<0.01,11.955,0.088,0.00916449,<0.0002,<0.001,<0.001,<0.01,0.015842505,23.52000045,<0.01,4.032265493,1.173408524,13.24170525,<1,<0.05,40000,6100000,36.1057142,36.08271649,44.98032928,25.26394754,88.84822437,98.82712,51.86038837,IV
SELANGOR,LANGAT,02 51 898,101 26 249,19,1L01,LANGAT,08-May-15,51.9,3.52,11,31,184,6.71,0.06,30.73,27851,17.03,357.1,19900,20084,<0.01,8280,0.033,0.00238012,<0.0002,<0.001,<0.001,<0.01,0.01519149,204.397,0.0252887,282.7166309,596.034,4750,<1,0.137649,200,5000,52.4536282,57.87603808,62.06909427,93.885,50.13346927,98.494253,66.39071597,III
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,08-May-15,55.7,4.22,8,16,74,7.12,1.43,29.6,207,0.1,139.2,151,225,2.291,18.009,0.035,0.003110738,<0.0002,<0.001,<0.001,<0.01,0.016540827,18.4596,0.445709,4.84966091,3.18861,12.52294403,<1,<0.05,700,33000,58.1179614,68.75593348,77.82,38.63210983,62.82254821,98.98688,66.02562866,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,08-May-15,76.5,5.81,6,16,68,7.19,1.82,29.71,156,0.07,130.9,84,152,1.4,10.972,0.052,0.00477685,<0.0002,<0.001,<0.001,<0.01,0.015336852,16.1267,0.37197,3.59564091,1.28179,8.14883403,<1,<0.05,1300,46000,85.633075,77.04376321,77.82,32.21587513,64.96985464,98.694595,72.99970092,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,08-May-15,47.1,3.55,14,40,26,7.41,2.51,30.18,223,0.1,55.9,165,191,0.082,13.691,0.069,0.011221547,<0.0002,<0.001,<0.001,<0.01,0.015425268,26.7223,0.263029,4.05476091,1.55461,11.75934403,<1,0.164974,71000,1060000,45.2598778,48.60541138,53.3667792,19.84967597,83.08487939,97.389995,55.68871745,III
SELANGOR,LANGAT,03 10 044,101 51 034,19,1L07,LANGAT,08-May-15,96.0,7.58,4,11,4,7.77,0.24,27.47,36,0.02,9.7,24,28,0.7,1.825,0.041,0.002376034,<0.0002,<0.001,<0.001,<0.01,0.01548346,1.26337,0.4409,1.68226091,0.552516,2.42428403,<1,<0.05,1400,45000,100,83.48,84.47,75.51,95.09892502,93.991955,89.1977626,II
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,08-May-15,52.8,3.97,14,36,23,7.14,2.65,30.32,224,0.1,47.9,162,185,0.072,13.111,0.071,0.010980847,<0.0002,<0.001,<0.001,<0.01,0.014513086,27.2357,0.286184,4.05323091,1.5572,11.82814403,<1,0.156092,90000,870000,53.8006096,48.60541138,57.08938807,17.27366831,84.61040919,98.90942,58.20331048,III
SELANGOR,LANGAT,03 06 677,101 49 009,19,1L16,LANGAT,08-May-15,95.4,7.50,4,12,14,7.91,0.02,27.93,49,0.02,31.1,27,41,0.712,1.685,0.054,0.003477501,<0.0002,<0.001,<0.001,<0.01,0.012207594,2.03003,0.510621,1.82926091,0.595775,3.08044403,<1,<0.05,6000,71000,100,83.48,83.14,98.4,89.39578585,92.246995,91.29656514,II
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L02,LANGAT,12-Jun-15,62.8,4.87,12,43,9,6.79,2.18,28.46,347,0.15,18.9,188,197,1.627,26.572,0.021,<0.001,<0.0002,<0.001,<0.001,<0.01,0.059867731,14.5463233,<0.01,15.24241942,6.428178426,18.93567394,<1,0.96788,200,3100,68.3855696,54.61994413,50.71786727,25.97291267,92.19494389,98.930653,64.05627974,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,12-Jun-15,62.6,4.84,9,25,56,7.23,2.31,28.97,177,0.08,92.8,97,153,1.211,18.292,0.084,0.004113025,<0.0002,<0.001,<0.001,<0.01,0.018835637,10.09221406,0.101452903,6.462985845,1.720589095,16.93135603,<1,0.76749,5200,94000,68.1049248,64.93365799,68.56273367,23.56651603,69.5725707,98.500955,64.77721918,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,12-Jun-15,41.2,3.21,22,55,171,7.13,1.91,28.22,165,0.08,325.7,97,268,0.429,12.722,0.158,0.009785939,<0.0002,<0.001,<0.001,<0.01,0.04125481,14.24687951,0.270212185,3.908444844,1.083706982,11.78391723,<1,0.68233,34000,4000000,36.5412944,30.00530618,41.2334112,31.06685249,51.44017509,98.948755,45.10174522,IV
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,12-Jun-15,63.0,4.26,10,36,130,7.82,1.63,27.79,163,0.08,247,97,227,0.696,14.673,0.107,0.006742006,<0.0002,<0.001,<0.001,<0.01,0.035696893,13.73495947,0.239704045,3.678497939,0.933067018,10.22965036,<1,0.7818,50000,2350000,68.6656,61.31057952,57.08938807,35.10653518,55.71669961,93.39598,61.27791401,III
SELANGOR,LANGAT,02 51 898,101 26 249,19,1L01,LANGAT,01-Jul-15,75.7,4.98,12,49,34,7.36,1.62,31.62,32837,20.37,50.8,21200,21234,0.074,4050,0.133,0.00171324,<0.0002,<0.001,<0.001,<0.01,<0.01,105,<0.01,116,322,3370,<1,0.177128,600,11400,84.7600814,54.61994413,45.76374097,35.26893272,79.17942196,97.73792,66.03480367,III
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,01-Jul-15,42.1,3.15,19,65,120,6.96,3.73,30.6,392,0.18,246,242,362,1.152,147,<0.01,0.00507264,<0.0002,<0.001,<0.001,<0.01,0.026555781,19.10044634,0.099327241,10.32628972,11.59092311,91.31956486,<1,0.129085,400,6000,37.8536078,36.08271649,34.52271284,2.405520696,56.79678766,99.574528,42.10440139,IV
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,01-Jul-15,57.9,4.29,6,28,19,7.25,4.46,31.17,275,0.13,24.5,176,195,1.19,55.559,<0.01,0.008965325,<0.0002,<0.001,<0.001,<0.01,0.01343649,19.59461823,0.019520767,6.945221179,2.154658198,49.7454119,<1,0.094528,900,31000,61.3563922,77.04376321,65.24229098,0,86.69796706,98.396875,64.25478758,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,01-Jul-15,41.8,3.20,13,39,40,7.41,6.65,29.25,237,0.11,69.6,152,192,0.95,14.683,<0.01,0.008667438,<0.0002,<0.001,<0.001,<0.01,0.032700332,17.9101851,0.172670049,5.132877435,1.170320831,16.2538182,<1,0.061444,87000,610000,37.4152736,51.53274807,54.27656761,0,76.39973485,97.389995,50.61759012,IV
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,01-Jul-15,34.6,2.65,13,35,42,7.14,7.00,28.23,236,0.11,60.1,154,196,0.803,17,<0.01,0.008387164,<0.0002,<0.001,<0.001,<0.01,0.023184419,13.58459195,0.105117843,5.317791891,1.300976329,17.58535935,<1,<0.05,50000,440000,27.2354528,51.53274807,58.05555081,0,75.50061967,98.90942,49.02113943,IV
