STATES,BASIN,LATITUDE,LONGTITUDE,WKA,STA No.,RIVER,SMP-DAT,DO (% Sat) ,DO (mg/l),BOD (mg/l),COD (mg/l),SS (mg/l),pH (unit),NH3-NL (mg/l),TEMP (Deg C),COND (uS),SAL (ppt),TUR (NTU),DS (mg/l),TS (mg/l),NO3-(mg/l),Cl (mg/l),PO4 (mg/l),As (mg/l),Hg (mg/l),Cd (mg/l),Cr (mg/l),Pb (mg/l),Zn (mg/l),Ca (mg/l),Fe (mg/l),K (mg/l),Mg (mg/l),Na (mg/l),OG (mg/l),MBAS (mg/l),E-coli (cfu/100ml),Coliform (cfu/100ml),DO INDEX,BOD INDEX,COD INDEX,AN INDEX,SS INDEX,PH INDEX,WQI,CLASS
N.Sembilan,LANGAT,2.801874,101.791659,19,3NLGT024,BATANG NILAI,2017-10-04,76.3,5.98,12,36,26,7.76,6.26,27.894,298.7,0.14,11.65,223,249,<0.010,20,0.76,0.015,<0.001,<0.001,0.001,<0.001,0.021,1.8,1.13,4.6,0.3,33.6,<1.000,<0.050,11600,79000,85.4167106,54.61994413,57.08938807,0,83.08487939,94.10752,62.89025091,III
N.Sembilan,LANGAT,2.801874,101.791659,19,3NLGT024,BATANG NILAI,2017-12-05,121.5,9.02,5,15,17,7.53,4.32,31.006,247,0.12,10,184,201,1.38,17,0.2,0.013,<0.001,<0.001,<0.001,<0.001,0.024,3.8,0.43,5.5,0.5,29.5,<1.000,<0.050,6000,196000,100,79.25,79.15,0,87.76515196,96.431555,75.33571091,III
N.Sembilan,LANGAT,2.814387,101.81132,19,3NLGT023,BATANG NILAI,2017-08-07,79.5,5.98,9,26,14,8.30,3.43,30.206,936.7,0.46,7.98,514,528,2.91,30,1.37,0.022,<0.001,<0.001,<0.001,<0.001,0.052,3.7,0.44,5.5,0.8,131,<1.000,<0.050,2400,79000,88.720525,64.93365799,67.43912732,6.019516229,89.39578585,86.1355,68.18868406,III
N.Sembilan,LANGAT,2.814387,101.81132,19,3NLGT023,BATANG NILAI,2017-12-05,86.9,6.60,13,48,32,7.47,1.16,29.669,558.2,0.27,18.24,375,407,1.63,49,0.07,0.019,<0.001,<0.001,<0.001,<0.001,0.094,3.1,0.64,5.3,0.4,87,<1.000,<0.050,1000,116000,94.9063182,51.53274807,46.55891631,44.15718343,80.13405701,96.932555,69.19697198,III
SELANGOR/PUTRAJAYA/N.SEMBILAN,LANGAT,2.801874,101.791659,19,1L23,BATANG NILAI,2018-02-07,89.339,7.051,6,12,15,7.681,6.9,27.483,372.177,0.176,15.676,272,287,0.54,19,0.71,0.013,<0.0010,<0.001,0.001,<0.001,0.012,10.5,0.16,6.8,1.3,49.1,<1.000,<0.050,35000,220000,96,77,83,0,89,95,75,III
SELANGOR/PUTRAJAYA/N.SEMBILAN,LANGAT,2.814387,101.81132,19,1L22,BATANG NILAI,2018-02-07,66.879,5.305,8,22,24,8.087,1.58,27.13,844.205,0.411,11.464,578,602,0.96,32,0.47,0.008,<0.0010,<0.001,<0.001,<0.001,0.007,7.2,0.47,5.8,1.1,163,<1.000,<0.050,5000,57000,74,69,72,36,84,90,71,III
SELANGOR/PUTRAJAYA/N.SEMBILAN,LANGAT,2.801874,101.791659,19,1L23,BATANG NILAI,2018-04-04,89.921,6.66,6,19,53,7.344,2.64,31.158,243.406,0.113,17.749,183,236,1.32,16,Triennial,0.01,<0.0010,<0.001,<0.001,<0.001,<0.100,9.3,<0.100,6.2,0.9,25.7,Triennial,<0.050,2600,50000,97,77,74,18,71,98,74,III
SELANGOR/PUTRAJAYA/N.SEMBILAN,LANGAT,2.814387,101.81132,19,1L22,BATANG NILAI,2018-04-06,78.44,6.019,5,23,33,7.884,1.88,29.022,788.365,0.382,13.731,510,543,1,45,Triennial,0.028,<0.0010,<0.001,<0.001,0.003,<0.100,1.8,0.25,7.2,0.6,162,Triennial,<0.050,26000,140000,88,79,71,31,80,93,74,III
SELANGOR/PUTRAJAYA/N.SEMBILAN,LANGAT,2.801874,101.791659,19,1L23,BATANG NILAI,2018-06-06,131.661,9.277,47,146,23,8.651,3.33,34.116,351.295,0.164,13.301,217,240,1.24,22,0.15,0.012,<0.0010,<0.001,<0.001,<0.001,0.012,1.2,0.1,4.2,0.2,40,<1.000,<0.050,22000,176000,100,3,5,7,85,79,48,IV
SELANGOR/PUTRAJAYA/N.SEMBILAN,LANGAT,2.814387,101.81132,19,1L22,BATANG NILAI,2018-06-06,31.008,2.302,28,102,56,7.565,<0.010,30.935,703.842,0.338,40.202,405,461,<0.010,43,0.17,0.006,<0.0010,<0.001,<0.001,<0.001,0.014,1.8,2.54,5.2,0.2,89,<1.000,<0.050,80000,152000,22,20,17,99,70,96,49,IV
SELANGOR/PUTRAJAYA/N.SEMBILAN,LANGAT,2.801874,101.791659,19,1L23,BATANG NILAI,2018-08-06,117.5,8.603,12,45,28,8.55,8.46,31.941,414.277,0.195,8.099,406,434,<0.010,30,1.16,0.016,<0.0010,<0.001,0.001,<0.001,0.016,1.3,0.61,4.9,0.2,69.5,<1.000,<0.050,500,210000,100,55,49,0,82,81,63,III
SELANGOR/PUTRAJAYA/N.SEMBILAN,LANGAT,2.814387,101.81132,19,1L22,BATANG NILAI,2018-08-06,87.099,6.528,8,31,21,8.528,1.59,30.284,1416.317,0.702,17.247,1050,1071,1.64,52,3.51,0.028,<0.0010,<0.001,<0.001,<0.001,0.008,1.5,<0.010,1.1,0.2,183,<1.000,<0.050,210000,4100000,95,69,62,36,86,82,73,III
SELANGOR/PUTRAJAYA/N.SEMBILAN,LANGAT,2.801874,101.791659,19,1L23,BATANG NILAI,2018-10-04,73.405,5.728,5,15,268,7.135,1.61,28.171,121.572,0.056,167.124,63,331,1.26,6,0.24,0.007,<0.0010,<0.001,0.002,0.004,0.054,8.2,0.38,4,0.6,7.6,<1.000,<0.050,3600,70000,82,79,79,35,42,99,70,III
SELANGOR/PUTRAJAYA/N.SEMBILAN,LANGAT,2.814387,101.81132,19,1L22,BATANG NILAI,2018-10-04,97.235,7.681,4,15,66,7.68,0.59,27.462,205.3,0.096,68.681,106,172,2.08,8,0.18,0.012,<0.0010,<0.001,0.003,0.004,0.284,4.5,0.34,2.4,0.4,36.1,<1.000,<0.050,12000,80000,100,83,79,60,66,95,81,II
SELANGOR/PUTRAJAYA/N.SEMBILAN,LANGAT,2.801874,101.791659,19,1L23,BATANG NILAI,2018-12-06,96.769,7.385,6,19,28,7.242,2.01,29.417,214.371,0.1,20.039,180,208,1.65,14,0.26,0.013,<0.0010,<0.001,0.001,<0.001,0.021,14.7,0.04,5,1.3,19.3,<1.000,<0.050,2200,8000,100,77,74,30,82,98,78,II
SELANGOR/PUTRAJAYA/N.SEMBILAN,LANGAT,2.814387,101.81132,19,1L22,BATANG NILAI,2018-12-06,87.456,6.767,7,20,72,7.528,0.88,28.59,464.043,0.221,50.562,367,439,2.62,24,0.43,0.016,<0.0010,<0.001,<0.001,0.001,0.069,10.4,0.37,5.4,1.3,81.2,<1.000,<0.050,56000,166000,95,73,73,51,64,96,76,III
