ID,LATITUDE,LONGTITUDE,RIVER,SMPDAT,YEAR,CLASS,DO,BOD,COD,SS,pH,AN,COND,SAL,DS,TS,TEMP,TUR,E-coli,Coliform,NO3,Cl,PO4,As,Hg,Cd,Cr,Pb,Zn,Ca,Fe,K,Mg,Na
85,2.790833,102.00645,PAJAM,6/7/2012,2012,III,0.388,0.109,0.137,0.073,0.626,0.169,0.00569,0.004,0.005,0.01295,0.612,0.162,0.00003,0.000001234,0.008,0.00158,0.05286,0.06901,0.01593,0.0124,0.00562,0.04639,0.02632,0.00598,0.087,0.02,0.00084,0.002820085
86,2.790833,102.00645,PAJAM,2/8/2012,2012,II,0.597,0.043,0.058,0.006,0.61,0.044,0.00553,0.004,0.004,0.00411,0.495,0.031,0.00011,3.03E-06,0.036,0.00126,0.022,0.03464,0.01593,0.0124,0.00166,0.04639,0.05834,0.00506,0.097,0.017,0.00046,0.002272816
87,2.790833,102.00645,PAJAM,3/9/2012,2012,II,0.527,0.022,0.015,0.007,0.577,0.026,0.00532,0.004,0.004,0.00428,0.433,0.017,0.00001,6.70E-07,0.041,0.00101,0.02086,0.05575,0.01593,0.0124,0.02517,0.04639,0.06556,0.00491,0.35,0.017,0.00055,0.002187481
88,2.44275,102.1146,PAJAM,3/10/2012,2012,II,0.469,0.065,0.058,0.019,0.656,0.06,0.00587,0.004,0.004,0.00568,0.474,0.023,0.00002,2.46E-07,0.033,0.00231,0.01257,0.02923,0.01593,0.0124,0.00166,0.04639,0.0551,0.00665,0.194,0.018,0.00117,0.004186843
89,2.44275,102.1146,PAJAM,7/11/2012,2012,III,0.534,0.13,0.137,0.037,0.573,0.1,0.00345,0.002,0.002,0.00617,0.624,0.069,0.00018,1.39E-06,0.012,0.00052,0.01286,0.03492,0.01593,0.0124,0.00166,0.04639,0.06647,0.00376,0.37,0.011,0.00051,0.001071028
90,2.44275,102.1146,PAJAM,12/12/2012,2012,III,0.541,0.152,0.143,0.039,0.586,0.089,0.00345,0.002,0.002,0.00635,0.435,0.042,0.00002,0.000002383,0.012,0.00097,0.03029,0.02334,0.01593,0.0124,0.00166,0.04639,0.11604,0.00321,0,0.014,0.00048,0.001152506
91,2.44275,102.1146,BATANG NILAI,10/1/2012,2012,III,0.482,0.217,0.155,0.005,0.711,0.402,0.01178,0.009,0.013,0.01295,0.685,0.007,0.00043,4.05E-06,0.002,0.0103,0.19314,0.12709,0.01593,0.0124,0.00166,0.04639,0.08121,0.00382,0.185,0.014,0.00074,0.019109561
92,2.44275,102.1146,BATANG NILAI,2/2/2012,2012,II,0.806,0.174,0.155,0.002,0.736,0,0.01079,0.008,0.01,0.00991,0.774,0.006,0.00477,3.32E-05,0.023,0.00534,0.112,0.10094,0.01593,0.0124,0.00166,0.04639,0.06417,0.00396,0.06,0.013,0.00042,0.010501844
93,2.44275,102.1146,BATANG NILAI,13/3/2012,2012,III,0.227,0.174,0.173,0.003,0.605,0.129,0.0092,0.007,0.007,0.00683,0.708,0.012,0.00183,0.000125532,0,0.00149,0.06229,0.11728,0.01593,0.0124,0.00166,0.04639,0.06767,0.00254,0.407,0.01,0.00038,0.007874602
94,2.296033,102.260766,BATANG NILAI,9/4/2012,2012,II,0.733,0.022,0.015,0.007,0.704,0.016,0.0072,0.005,0.006,0.00633,0.77,0.018,0.00011,0.000002883,0.008,0.00148,0.10086,0.08432,0.01593,0.0124,0.00166,0.04639,0.0527,0.00358,0.296,0.009,0.00048,0.004575077
95,2.296033,102.260766,BATANG NILAI,8/5/2012,2012,III,1,0.239,0.271,0.004,0.834,0.232,0.00837,0.006,0.008,0.00806,0.853,0.012,0.00067,0.000007766,0.007,0.00138,0.10086,0.13876,0.01593,0.0124,0.00166,0.04639,0.05937,0.00216,0.426,0.008,0.00029,0.007198084
96,2.295983,102.26055,BATANG NILAI,11/6/2012,2012,III,0.718,0.348,0.234,0.006,0.719,0.571,0.01241,0.009,0.011,0.01139,0.807,0.019,0.00024,5.82E-06,0.01,0.00171,0.14686,0.13755,0.01593,0.0124,0.00166,0.04639,0.08455,0.00368,0.463,0.014,0.00045,0.013509302
97,2.296033,102.260766,BATANG NILAI,6/7/2012,2012,III,0.757,0.239,0.191,0.005,0.795,0.308,0.01139,0.009,0.01,0.01041,0.821,0.006,0.00044,7.13E-06,0.013,0.0021,0.11629,0.11215,0.01593,0.0124,0.00166,0.04639,0.03614,0.00394,0.083,0.015,0.00039,0.011232078
98,2.296033,102.260766,BATANG NILAI,2/8/2012,2012,III,0.605,0.239,0.185,0.004,0.68,0.425,0.01259,0.009,0.01,0.01003,0.606,0.011,0.00186,1.34E-05,0.02,0.00534,0.03686,0.06368,0.01593,0.0124,0.00166,0.04639,0.09118,0.00344,0.111,0.015,0.00035,0.010664809
99,2.296033,102.260766,BATANG NILAI,3/9/2012,2012,II,0.675,0.022,0.015,0.001,0.735,0.022,0.01386,0.011,0.012,0.01205,0.712,0.005,0.0002,6.60E-06,0.029,0.00993,0.16543,0.13335,0.01593,0.0124,0.00166,0.04639,0.04683,0.00332,0.228,0.017,0.00052,0.012008388
100,2.296033,102.260766,BATANG NILAI,3/10/2012,2012,IV,0.259,0.391,0.295,0.039,0.747,0.536,0.01951,0.014,0.015,0.01904,0.503,0.064,0.00097,5.80E-06,0.003,0.00228,0.11486,0.14156,0.01593,0.0124,0.00166,0.04639,0.04587,0.00421,0.043,0.014,0.00056,0.001701695
101,2.296033,102.260766,BATANG NILAI,7/11/2012,2012,II,0.63,0.087,0.076,0.011,0.593,0.178,0.00483,0.004,0.003,0.0044,0.611,0.015,0.00063,6.09E-06,0.008,0.00141,0.02914,0.06154,0.01593,0.0124,0.00166,0.04639,0.09296,0.00388,0.496,0.008,0.00041,0.002388583
102,2.296033,102.260766,BATANG NILAI,12/12/2012,2012,III,0.7,0.174,0.161,0.005,0.63,0.176,0.00496,0.004,0.003,0.00375,0.577,0.01,0.00028,7.13E-06,0.01,0.00156,0.02514,0.02643,0.01593,0.0124,0.00166,0.04639,0.09194,0.00356,0,0.008,0.00036,0.002967571
103,2.296033,102.260766,JIJAN,10/1/2012,2012,II,0.648,0.065,0.082,0.003,0.545,0.02,0.00194,0.001,0.002,0.00181,0.631,0.006,0.00002,8.72E-07,0.009,0.00068,0.02343,0.00336,0.01593,0.0124,0.00166,0.04639,0.05567,0.00163,0.197,0.008,0.00034,0.000966663
104,2.296033,102.260766,JIJAN,2/2/2012,2012,II,0.56,0.022,0.015,0.004,0.527,0.033,0.00178,0.001,0.001,0.00144,0.725,0.012,0.00002,1.03E-06,0.008,0.00066,0.016,0.00374,0.01593,0.0124,0.00166,0.04639,0.0331,0.00172,0.107,0.007,0.00032,0.000798821
105,2.296033,102.260766,JIJAN,13/3/2012,2012,II,0.532,0.065,0.058,0.014,0.401,0.012,0.00189,0.001,0.001,0.00234,0.585,0.036,0.00003,2.81E-06,0.007,0.0007,0.00086,0.00458,0.01593,0.0124,0.00166,0.04639,0.03701,0.00143,0.144,0.008,0.00034,0.000739105
106,2.339783,101.254433,JIJAN,9/4/2012,2012,II,0.541,0.109,0.119,0.058,0.445,0.009,0.00181,0.001,0.001,0.00695,0.432,0.162,0.00009,1.96E-06,0.009,0.00054,0.00343,0.01606,0.01593,0.0124,0.01643,0.04639,0.04866,0.00137,0.45,0.009,0.00032,0.000553769
107,2.339783,101.254433,JIJAN,8/5/2012,2012,III,0.53,0.109,0.161,0.075,0.36,0.017,0.00147,0.001,0.001,0.00897,0.762,0.3,0.00005,3.30E-07,0.006,0.0006,0.00686,0.0155,0.01593,0.0124,0.00728,0.04639,0.07738,0.00107,0.225,0.007,0.00024,0.000580936
108,2.339633,102.254166,JIJAN,11/6/2012,2012,II,0.74,0.022,0.027,0.001,0.477,0.043,0.00199,0.002,0.001,0.00107,0.788,0.007,0.00004,2.31E-07,0.009,0.00062,0.01286,0.01102,0.01593,0.0124,0.00166,0.04639,0.04593,0.00168,0.131,0.008,0.00033,0.000984054
109,2.339783,101.254433,JIJAN,6/7/2012,2012,II,0.504,0.022,0.015,0.013,0.564,0.032,0.00223,0.002,0.002,0.00321,0.791,0.035,0.00002,6.60E-07,0.008,0.00067,0.00943,0.01821,0.01593,0.0124,0.00166,0.04639,0.02394,0.00186,0.065,0.008,0.0003,0.001170427
110,2.339783,101.254433,JIJAN,2/8/2012,2012,II,0.553,0.022,0.015,0.011,0.564,0.115,0.00293,0.002,0.002,0.00296,0.543,0.046,0.0009,4.03E-06,0.008,0.00072,0.022,0.01195,0.01593,0.0124,0.00166,0.04639,0.05423,0.00223,0.042,0.009,0.00029,0.001203761
111,2.339783,101.254433,JIJAN,3/9/2012,2012,II,0.623,0.087,0.076,0.007,0.614,0.087,0.00327,0.002,0.003,0.00333,0.734,0.024,0.00001,6.06E-07,0.011,0.00113,0.02057,0.02773,0.01593,0.0124,0.00166,0.04639,0.02955,0.00213,0.211,0.011,0.00035,0.001780067
112,2.339783,101.254433,JIJAN,3/10/2012,2012,II,0.588,0.022,0.021,0.047,0.607,0.057,0.00272,0.002,0.002,0.0074,0.534,0.064,0.00001,1.03E-07,0.009,0.00092,0.00143,0.0084,0.01593,0.0124,0.00166,0.04639,0.04864,0.00235,0.045,0.008,0.00035,0.001138575
113,2.339783,101.254433,JIJAN,7/11/2012,2012,II,0.59,0.065,0.076,0.023,0.522,0.015,0.00194,0.002,0.001,0.00366,0.539,0.039,0.00004,1.21E-06,0.008,0.0006,0,0.00794,0.01593,0.0124,0.00166,0.04639,0.06866,0.00179,0.19,0.008,0.00033,0.000564927
114,2.339783,101.254433,JIJAN,12/12/2012,2012,II,0.677,0.109,0.137,0.008,0.573,0.027,0.00178,0.001,0.001,0.00158,0.476,0.054,0.00003,0.000000617,0.008,0.00065,0.01514,0.00448,0.01593,0.0124,0.00166,0.04639,0.08726,0.00162,0.033,0.008,0.00033,0.000618903
115,2.864966,101.437483,LANGAT,4/1/2013,2013,III,0.368,0.087,0.088,0.072,0.321,0.071,0.09025,0.066,0.078,0.08563,0.538,0.115,0.00002,2.63E-07,0.003,0.05902,0.038,0.00289,0.01593,0.0124,0.00166,0.04639,0.23209,0.00958,0.098,0.047,0.02408,0.072491489
116,2.864966,101.437483,LANGAT,6/3/2013,2013,III,0.29,0.109,0.118,0.03,0.506,0.038,0.42107,0.348,0.345,0.34785,0.646,0.029,0.00024,8.19E-06,0.001,0.33106,0,0.00663,0.01593,0.0124,0.00166,0.04639,0.02973,0.03575,0.004,0.238,0.12224,0.388137837
117,2.864966,101.437483,LANGAT,4/5/2013,2013,III,0.158,0.087,0.064,0.019,0.474,0.039,0.01589,0.012,0.014,0.01583,0.375,0.088,0.00003,3.51E-07,0.015,0.01119,0.004,0.0225,0.01593,0.0124,0.00166,0.04639,0.08076,0.00357,0.257,0.013,0.00361,0.01187347
118,2.864966,101.437483,LANGAT,7/7/2013,2013,III,0.38,0.13,0.106,0.038,0.601,0.06,0.55317,0.521,0.428,0.43097,0.574,0.025,0,1.48E-07,0.006,0.44663,0.00629,0.02969,0.01752,0.0124,0.00166,0.04639,0.06473,0.04908,0.351,0.289,0.16758,0.496287808
119,2.864966,101.437483,LANGAT,4/9/2013,2013,II,0.443,0.022,0.027,0.007,0.353,0.095,0.51862,0.486,0.381,0.38158,0.525,0.034,0.00001,1.30E-07,0.001,0.40514,0,0.01214,0.01593,0.0124,0.00166,0.04639,0.13522,0.04292,0.219,0.258,0.13989,0.471102198
120,2.81525,101.512116,LANGAT,8/11/2013,2013,III,0.214,0.109,0.106,0.011,0.073,0.061,0.2743,0.244,0.216,0.21625,0.44,0.05,0,8.62E-08,0,0.23476,0.00743,0.00299,0.01593,1,0.00166,0.04639,0.23197,0.02446,0.115,0.145,0.07404,0.25332075
121,2.81525,101.512116,LANGAT,4/1/2013,2013,III,0.374,0.087,0.1,0.068,0.385,0.055,0.00368,0.003,0.003,0.00983,0.492,0.179,0.00002,0.000000334,0.008,0.00065,0.03286,0.02325,0.01593,0.0124,0.02038,0.04639,0.17226,0.00299,0.508,0.009,0.00103,0.001288706
122,2.81525,101.512116,LANGAT,14/2/2013,2013,III,0.295,0.087,0.07,0.305,0.445,0.068,0.00532,0.004,0.003,0.03692,0.503,0.491,0.00004,8.51E-07,0.028,0.00104,0.01286,0.02278,0.01593,0.0124,0.00166,0.04639,0.06602,0.00429,0.365,0.01,0.0014,0.002062396
123,2.81525,101.512116,LANGAT,6/3/2013,2013,III,0.251,0.239,0.154,0.021,0.444,0.066,0.0046,0.003,0.003,0.00508,0.649,0.085,0.00002,0.000000133,0.009,0.00067,0.00543,0.02176,0.01593,0.0124,0.00166,0.04639,0.03501,0.00373,0.223,0.011,0.00215,0.005089193
124,2.81525,101.512116,LANGAT,3/4/2013,2013,III,0.197,0.065,0.058,0.029,0.486,0.066,0.00381,0.003,0.003,0.00582,0.656,0.076,0.00003,0.000000217,0.01,0.00057,0.01143,0.02988,0.07009,0.0124,0.00166,0.04639,0.0551,0.00349,0.245,0.009,0.00066,0.001325014
125,2.81525,101.512116,LANGAT,4/5/2013,2013,III,0.397,0.174,0.133,0.069,0.468,0.06,0.00309,0.002,0.002,0.00962,0.345,0.162,0.00005,4.79E-07,0.02,0.00171,0.00971,0.03614,0.01593,0.0124,0.00166,0.04639,0.07596,0.00282,0.311,0.008,0.00092,0.002699308
126,2.81525,101.512116,LANGAT,5/6/2013,2013,III,0.198,0.109,0.1,0.033,0.516,0.08,0.00467,0.004,0.003,0.00685,0.524,0.123,0.00001,4.15E-08,0.014,0.00079,0.00914,0.0338,0.01593,0.0124,0.00166,0.04639,0.10083,0.00207,0.245,0.011,0.00056,0.0019391
127,2.81525,101.512116,LANGAT,7/7/2013,2013,III,0.182,0.087,0.1,0.036,0.621,0.06,0.00462,0.003,0.003,0.00681,0.398,0.106,0.00002,1.51E-06,0.02,0.00075,0.02914,0.03315,0.01593,0.0124,0.00707,0.04639,0.14355,0.00332,0.334,0.014,0.0006,0.001535285
128,2.81525,101.512116,LANGAT,1/8/2013,2013,III,0.273,0.152,0.164,0.003,0.518,0.143,0.0066,0.005,0.004,0.00374,0.528,0.015,0.00002,2.70E-07,0.014,0.00118,0.00486,0.01121,0.01593,0.0124,0.00166,0.04639,0.05785,0.00524,0.047,0.016,0.00135,0.002342961
129,2.81525,101.512116,LANGAT,4/9/2013,2013,III,0.359,0.065,0.069,0.097,0.454,0.069,0.00561,0.004,0.004,0.01431,0.331,0.064,0,2.87E-08,0.006,0.00068,0.00229,0.00289,0.01593,0.0124,0.00166,0.04639,0.17973,0.00376,0,0.01,0.00139,0.001444737
130,2.81525,101.512116,LANGAT,3/10/2013,2013,III,0.332,0.239,0.191,0.012,0.367,0.187,0.01079,0.008,0.008,0.00913,0.521,0.05,0,7.23E-08,0.013,0.00217,0.00686,0.00084,0.01593,0.0124,0.00166,0.04639,0.13702,0.00568,0,0.019,0.0028,0.004201104
131,2.81525,101.512116,LANGAT,8/11/2013,2013,IV,0.248,0.239,0.21,0.017,0,0.092,0.01019,0.008,0.008,0.00942,0.404,0.079,0,9.47E-08,0.009,0.00095,0.00771,0.00644,0.01593,0.44835,0.00166,0.04639,0.26803,0.00585,0.051,0.015,0.00334,0.002052218
132,2.855566,101.681266,LANGAT,13/12/2013,2013,III,0.422,0.065,0.067,0.001,0.2,0.078,0.00579,0.004,0.005,0.00498,0.553,0.006,0,1.49E-08,0.006,0.00067,0.004,0.00084,0.01593,0.0124,0.00166,0.04639,0.14258,0.00453,0.007,0.01,0.00213,0.001805401
133,2.855566,101.681266,LANGAT,4/1/2013,2013,II,0.631,0.022,0.015,0.023,0.548,0.067,0.00342,0.002,0.002,0.00469,0.525,0.029,0.00001,6.70E-07,0.011,0.00076,0.03371,0.02213,0.01593,0.0124,0.00166,0.04639,0.09392,0.00369,0.081,0.008,0.0005,0.001568838
134,2.855566,101.681266,LANGAT,14/2/2013,2013,II,0.477,0.022,0.015,0.039,0.536,0.1,0.00413,0.003,0.003,0.00686,0.505,0.031,0.00004,9.36E-07,0.027,0.00082,0.01,0.02036,0.01593,0.0124,0.00166,0.04639,0.02011,0.00322,0.086,0.008,0.0005,0.001479261
135,2.855566,101.681266,LANGAT,6/3/2013,2013,III,0.377,0.174,0.106,0.039,0.541,0.097,0.0059,0.004,0.005,0.00892,0.649,0.056,0.00003,3.26E-07,0.01,0.01195,0.00257,0.02138,0.01593,0.0124,0.00166,0.04639,0.02037,0.00506,0.025,0.016,0.00412,0.01401111
136,2.855566,101.681266,LANGAT,3/4/2013,2013,III,0.381,0.196,0.164,0.029,0.518,0.066,0.00345,0.002,0.003,0.00566,0.67,0.046,0.0001,1.26E-06,0.009,0.00046,0.00571,0.02269,0.01593,0.0124,0.00166,0.04639,0.04188,0.00401,0.1,0.007,0.0004,0.00119964
137,2.855566,101.681266,LANGAT,4/5/2013,2013,III,0.407,0.043,0.033,0.097,0.481,0.038,0.00236,0.002,0.002,0.01217,0.319,0.367,0.00016,0.0000025,0.014,0.00057,0.00257,0.02624,0.01593,0.0124,0.00166,0.04639,0.07809,0.00256,0.206,0.006,0.00048,0.00120315
138,2.855566,101.681266,LANGAT,5/6/2013,2013,III,0.367,0.196,0.166,0.107,0.573,0.028,0.00251,0.002,0.002,0.01323,0.286,0.445,0.00013,6.60E-07,0.046,0.00042,0.00343,0.03987,0.01593,0.0124,0.00125,0.04639,0.12714,0.00176,0.398,0.01,0.00033,0.001296531
139,2.855566,101.681266,LANGAT,7/7/2013,2013,III,0.48,0.109,0.105,0.032,0.672,0.131,0.00894,0.007,0.006,0.0095,0.449,0.036,0.00001,8.19E-07,0.01,0.00289,0.016,0.0353,0.01593,0.0124,0.00166,0.04639,0.05229,0.00303,0.07,0.016,0.00324,0.004827674
140,2.855566,101.681266,LANGAT,1/8/2013,2013,III,0.412,0.174,0.188,0.013,0.601,0.195,0.00558,0.004,0.005,0.00592,0.465,0.061,0.00001,5.75E-07,0.013,0.00093,0.02629,0.05033,0,0.0124,0.00166,0.04639,0.05702,0.00398,0.127,0.011,0.00053,0.002280416
141,2.855566,101.681266,LANGAT,4/9/2013,2013,III,0.515,0.109,0.096,0.055,0.555,0.033,0.00236,0.002,0.002,0.00734,0.292,0.23,0.00012,1.55E-06,0.005,0.00042,0.018,0.06499,0.01593,0.0124,0.0183,0.04639,0.11556,0.00076,0.624,0.012,0.00024,0.000967019
142,2.855566,101.681266,LANGAT,3/10/2013,2013,III,0.375,0.109,0.094,0.013,0.541,0.237,0.00657,0.005,0.005,0.00617,0.439,0.058,0.00002,7.13E-07,0.011,0.00108,0.032,0.05061,0.0685,0.0124,0.00166,0.04639,0.06152,0.00264,0.113,0.012,0.00036,0.002613565
143,2.855566,101.681266,LANGAT,8/11/2013,2013,III,0.463,0.152,0.137,0.05,0.408,0.105,0.00574,0.004,0.004,0.00929,0.353,0.168,0.00007,1.04E-06,0.009,0.00655,0.01543,0.0325,0.01593,0.0124,0.00166,0.04639,0.0322,0.00285,0.189,0.011,0.00203,0.007393374
144,2.992033,101.7858,LANGAT,14/12/2013,2013,III,0.371,0.087,0.087,0.015,0.52,0.079,0.00368,0.003,0.003,0.0041,0.458,0.065,0.00009,6.92E-07,0.007,0.00041,0.01771,0.03399,0.01593,0.0124,0.00166,0.04639,0.04945,0.0027,0.145,0.006,0.00033,0.001218642
145,2.992033,101.7858,LANGAT,6/1/2013,2013,II,0.484,0.022,0.046,0.041,0.571,0.073,0.00319,0.002,0.002,0.00633,0.333,0.052,0.0019,1.01E-05,0.007,0.00035,0.03686,0.03735,0.01593,0.0124,0.00166,0.04639,0.09618,0.0037,0.136,0.004,0.00028,0.00074478
146,2.992033,101.7858,LANGAT,14/2/2013,2013,III,0.444,0.022,0.015,0.011,0.543,0.179,0.00465,0.003,0.003,0.00419,0.313,0.045,0.00116,8.83E-06,0.008,0.00082,0.03571,0.04921,0.01593,0.0124,0.00166,0.04639,0.01837,0.0036,0.115,0.008,0.00041,0.001630304
147,2.992033,101.7858,LANGAT,6/3/2013,2013,III,0.313,0.413,0.27,0.013,0.532,0.169,0.00548,0.004,0.006,0.00724,0.521,0.064,0.00028,3.16E-06,0.005,0.00128,0.01657,0.04557,0.01593,0.0124,0.00166,0.04639,0.04682,0.00442,0.012,0.008,0.00069,0.00271596
148,2.992033,101.7858,LANGAT,4/4/2013,2013,III,0.398,0.174,0.131,0.067,0.522,0.099,0.00397,0.003,0.003,0.01008,0.429,0.06,0.00134,7.55E-06,0.007,0.0004,0.01143,0.0325,0.01593,0.0124,0.00166,0.04639,0.03683,0.00453,0.088,0.007,0.00038,0.001331945
149,2.992033,101.7858,LANGAT,12/5/2013,2013,II,0.648,0.043,0.043,0.013,0.609,0.054,0.00285,0.002,0.002,0.00306,0.324,0.06,0.0004,3.53E-06,0.005,0.00037,0.00743,0.02801,0.01593,0.0124,0.00166,0.04639,0.04727,0.00288,0.142,0.009,0.00046,0.001210217
150,2.992033,101.7858,LANGAT,5/6/2013,2013,III,0.389,0.174,0.139,0.009,0.594,0.059,0.00368,0.003,0.003,0.00344,0.341,0.057,0.00056,7.98E-06,0.007,0.00052,0.01143,0.05565,0.01593,0.0124,0.00166,0.04639,0.0927,0.00203,0.176,0.007,0.00026,0.001315264
151,2.992033,101.7858,LANGAT,5/7/2013,2013,III,0.389,0.326,0.289,0.045,0.578,0.085,0.00486,0.004,0.004,0.00827,0.277,0.069,0.00031,7.34E-06,0,0.00067,0.02,0.04053,0.01593,0.0124,0.00166,0.04639,0.07347,0.00189,0.162,0.008,0.00032,0.00193708
152,2.992033,101.7858,LANGAT,1/8/2013,2013,III,0.397,0.37,0.373,0.059,0.672,0.087,0.0042,0.003,0.003,0.0089,0.335,0.192,0.00066,9.04E-06,0.005,0.00062,0.01971,0.04632,0.01593,0.0124,0.00166,0.04639,0.04795,0.00232,0.174,0.009,0.00033,0.001802847
153,2.992033,101.7858,LANGAT,4/9/2013,2013,III,0.6,0.196,0.164,0.042,0.481,0.059,0.00251,0.002,0.002,0.00589,0.155,0.177,0.00082,4.74E-06,0.005,0.00029,0.02,0.04267,0.01593,0.0124,0.01144,0.04639,0.08511,0.00083,0.418,0.007,0.00018,0.000888649
154,2.992033,101.7858,LANGAT,3/10/2013,2013,III,0.351,0.348,0.295,0.03,0.578,0.125,0.00441,0.003,0.003,0.00615,0.341,0.139,0.00306,1.53E-05,0.01,0.00066,0.03171,0.05556,0.01593,0.0124,0.00166,0.04639,0.12628,0.00158,0.237,0.008,0.00018,0.001763364
155,2.910983,101.784,LANGAT,6/11/2013,2013,III,0.241,0.109,0.106,0.017,0.559,0.192,0.00558,0.004,0.005,0.0065,0.444,0.074,0.0008,0.000016383,0.006,0.00074,0.02657,0.04305,0.01593,0.0124,0.00166,0.04639,0.03579,0.00297,0.067,0.008,0.0003,0.001895201
156,3.1674,101.850566,LANGAT,11/12/2013,2013,III,0.416,0.109,0.102,0.016,0.639,0.081,0.00407,0.003,0.003,0.00442,0.429,0.076,0.00278,1.45E-05,0.006,0.00067,0.018,0.02484,0.01593,0.0124,0.00166,0.04639,0.0286,0.00271,0.094,0.008,0.00038,0.001585623
157,3.1674,101.850566,LANGAT,6/1/2013,2013,I,0.67,0.022,0.015,0.001,0.587,0.006,0.00095,0.001,0,0.00012,0.203,0.003,0.0001,6.70E-06,0.002,0.00004,0.03171,0.0085,0.01593,0.0124,0.00166,0.04639,0.06525,0.00082,0.031,0.002,0.0002,0.000173053
158,3.1674,101.850566,LANGAT,6/3/2013,2013,I,0.764,0,0,0.001,0.548,0.003,0.001,0.001,0,0.00025,0.477,0.001,0.00002,0.000000166,0.002,0,0,0.00887,0.01593,0.0124,0.00166,0.04639,0.00603,0.00069,0.051,0.004,0.00025,0.00070997
159,3.1674,101.850566,LANGAT,12/5/2013,2013,II,0.833,0.065,0.057,0,0.545,0.003,0.0009,0.001,0,0.00004,0.254,0.003,0.00017,2.28E-06,0.002,0.00015,0,0.01139,0.01593,0.0124,0.00166,0.04639,0.05749,0.00053,0.049,0.005,0.00025,0.000541921
160,3.1674,101.850566,LANGAT,5/7/2013,2013,II,0.716,0.109,0.114,0.002,0.667,0.02,0.00108,0.001,0,0.00038,0.288,0.002,0.00003,1.02E-06,0.004,0.00008,0.00857,0.01158,0.01593,0.0124,0.00166,0.04639,0.05926,0.00026,0.269,0.004,0.00014,0.000514093
161,3.1674,101.850566,LANGAT,4/9/2013,2013,I,0.742,0.022,0.024,0,0.628,0.003,0.00108,0.001,0,0.00015,0.257,0.004,0.00006,1.56E-06,0.003,0.00031,0.00686,0.01681,0.01593,0.0124,0.00166,0.04639,0.04422,0.00025,0.157,0.004,0.00013,0.000522649
162,2.892483,101.0836,LANGAT,6/11/2013,2013,I,0.72,0.022,0.027,0,0.534,0.003,0.00108,0.001,0,0.00008,0.134,0.001,0.00004,5.29E-07,0.004,0.00008,0.00971,0.00878,0.01593,0.0124,0.00166,0.04639,0.02113,0.00034,0.064,0.004,0.00008,0.000538605
163,2.892483,101.0836,SEMENYIH,30/11/2013,2013,III,0.357,0.109,0.099,0.013,0.531,0.033,0.00251,0.002,0.002,0.00275,0.332,0.058,0.00008,0.000000734,0.007,0.00029,0.05257,0.02885,0.01593,0.0124,0.00166,0.04639,0.01809,0.00073,0.28,0.008,0.00016,0.001066969
164,2.892483,101 45 009,SEMENYIH,30/10/2013,2013,II,0.532,0.152,0.137,0.01,0.529,0.039,0.00293,0.002,0.002,0.00263,0.336,0.049,0.00003,2.70E-07,0.011,0.00044,0.02286,0.00084,0.01593,0.0124,0.00166,0.04639,0.00603,0.00137,0.294,0.009,0.00025,0.001405825
165,3.008816,101.868916,SEMENYIH,19/12/2013,2013,III,0.409,0.087,0.086,0.009,0.532,0.048,0.00298,0.002,0.002,0.00257,0.339,0.044,0.0001,8.40E-07,0.02,0.00044,0.04657,0.05267,0.01593,0.0124,0.00166,0.04639,0.07474,0.00119,0.235,0.008,0.00027,0.001383167
166,3.008816,101.868916,SEMENYIH,6/1/2013,2013,II,0.625,0.022,0.015,0.038,0.523,0.013,0.00079,0,0,0.00407,0.386,0.053,0.00015,2.78E-06,0.004,0.00006,0.02943,0.0296,0.01593,0.0124,0.00166,0.04639,0.11472,0.0005,0.221,0.002,0.00007,7.42E-05
167,3.008816,101.868916,SEMENYIH,7/3/2013,2013,II,0.692,0.087,0.075,0.023,0.594,0.007,0.00146,0.001,0.001,0.00306,0.3,0.034,0.00172,0.002095703,0.003,0.00005,0,0.04426,0.01593,0.0124,0.00166,0.04639,0.02041,0.00054,0.096,0.005,0.00019,0.000611987
168,3.008816,101.868916,SEMENYIH,12/5/2013,2013,II,0.768,0.043,0.028,0.01,0.534,0.003,0.00074,0,0,0.00089,0.448,0.046,0.00003,7.87E-07,0.002,0.00015,0,0.03829,0.01593,0.0124,0.00166,0.04639,0.04198,0.00024,0.167,0.005,0.0001,0.000480592
169,3.008816,101.868916,SEMENYIH,5/7/2013,2013,II,0.674,0.13,0.1,0.006,0.662,0.001,0.00074,0,0,0.00055,0.289,0.016,0.00003,6.60E-07,0.004,0.00008,0,0.17826,0.61333,0.0124,0.00166,0,0.00603,0,0.111,0.004,0.00004,0.000574731
170,3.008816,101.868916,SEMENYIH,4/9/2013,2013,I,0.654,0.022,0.035,0.009,0.614,0.002,0.00079,0,0,0.00085,0.44,0.042,0.0002,2.21E-06,0.001,0.00008,0.00486,0.03894,0.01593,0.0124,0.00166,0.04639,0.04808,0.00012,0.132,0.004,0.00008,0.000409731
171,3.173766,101.86925,SEMENYIH,6/11/2013,2013,I,0.647,0.022,0.033,0.007,0.546,0.004,0.00103,0.001,0,0.00082,0.285,0.033,0.00003,1.18E-07,0.005,0.00006,0.00829,0.03866,0.01593,0.0124,0.00166,0.04639,0.03207,0.00023,0.124,0.006,0.00003,0.000525811
