ID,LATITUDE,LONGTITUDE,RIVER,SMPDAT,YEAR,CLASS,DO,BOD,COD,SS,pH,AN
690,2.895012,101.684190,CHUAU,3/11/2017,2017,II,0.660,0.109,0.094,0.001,0.680,0.012
691,2.976173,101.701886,ANAK CHUAU,5/1/2018,2018,III,0.461,0.065,0.082,0.008,0.676,0.124
692,2.970669,101.693313,CHUAU,5/1/2018,2018,II,0.493,0.043,0.058,0.005,0.711,0.005
693,2.892928,101.696742,LIMAU MANIS,5/1/2018,2018,II,0.607,0.152,0.082,0.013,0.658,0.076
694,2.895012,101.684190,CHUAU,5/1/2018,2018,II,0.715,0.109,0.076,0.004,0.759,0.012
695,2.876110,101.451639,LANGAT,5/2/2018,2018,III,0.261,0.130,0.131,0.012,0.630,0.034
696,2.815335,101.512831,LANGAT,5/2/2018,2018,III,0.318,0.109,0.094,0.024,0.506,0.080
697,2.813262,101.642225,BATANG LABU,5/2/2018,2018,III,0.530,0.130,0.112,0.025,0.748,0.082
698,2.855499,101.681547,LANGAT,5/2/2018,2018,III,0.558,0.109,0.094,0.019,0.741,0.081
699,2.892121,101.749958,SEMENYIH,5/2/2018,2018,II,0.556,0.065,0.082,0.028,0.736,0.026
700,2.892200,101.764339,BUAN,5/2/2018,2018,II,0.552,0.087,0.070,0.019,0.695,0.082
701,2.787200,101.701531,BATANG LABU,5/2/2018,2018,III,0.502,0.130,0.112,0.013,0.708,0.073
702,2.777479,101.752031,JIJAN,7/2/2018,2018,II,0.700,0.087,0.100,0.003,0.646,0.040
703,2.787198,101.751546,BATANG LABU,7/2/2018,2018,III,0.537,0.130,0.119,0.008,0.597,0.151
704,2.781640,101.798345,BATANG LABU,7/2/2018,2018,II,0.699,0.065,0.058,0.004,0.611,0.003
705,2.801874,101.791659,BATANG NILAI,7/2/2018,2018,III,0.602,0.109,0.058,0.005,0.689,0.472
706,2.814387,101.811320,BATANG NILAI,7/2/2018,2018,III,0.432,0.152,0.119,0.009,0.761,0.108
707,2.861724,101.816540,PAJAM,7/2/2018,2018,III,0.437,0.304,0.240,0.058,0.639,0.607
708,2.848104,101.824531,BATANG BENAR,7/2/2018,2018,II,0.640,0.065,0.058,0.007,0.713,0.173
709,2.877132,101.839741,PAJAM,7/2/2018,2018,II,0.568,0.043,0.070,0.013,0.699,0.047
710,2.888253,101.829003,BERANANG,7/2/2018,2018,II,0.558,0.065,0.082,0.039,0.680,0.016
711,2.994563,101.783654,BATANG LABU,8/2/2018,2018,III,0.463,0.109,0.088,0.025,0.608,0.141
712,2.993079,101.785532,LANGAT,8/2/2018,2018,III,0.442,0.087,0.076,0.009,0.619,0.148
713,3.015110,101.767694,BALAK,8/2/2018,2018,III,0.270,0.065,0.058,0.030,0.636,0.660
714,3.040719,101.773670,LANGAT,8/2/2018,2018,II,0.668,0.065,0.082,0.025,0.661,0.118
715,3.068590,101.786005,BATANG LABU,8/2/2018,2018,II,0.724,0.065,0.052,0.075,0.727,0.021
716,3.047051,101.776908,LANGAT,8/2/2018,2018,II,0.641,0.065,0.064,0.006,0.668,0.084
717,2.964141,101.783797,LANGAT,8/2/2018,2018,III,0.364,0.087,0.088,0.015,0.700,0.145
718,2.918370,101.862720,RINCHING,9/2/2018,2018,III,0.631,0.087,0.112,0.093,0.588,0.053
719,2.946371,101.847649,SEMENYIH,9/2/2018,2018,II,0.647,0.065,0.082,0.017,0.623,0.028
720,3.008812,101.868933,SEMENYIH,9/2/2018,2018,II,0.724,0.065,0.094,0.016,0.696,0.018
721,3.173894,101.869146,RINCHING,9/2/2018,2018,II,0.739,0.065,0.076,0.003,0.719,0.001
722,3.167259,101.850525,LANGAT,10/2/2018,2018,II,0.780,0.087,0.100,0.001,0.707,0.003
723,3.111312,101.816819,LANGAT,10/2/2018,2018,II,0.751,0.109,0.143,0.003,0.724,0.006
724,3.097682,101.805301,BATANG LABU,10/2/2018,2018,II,0.740,0.130,0.119,0.021,0.712,0.015
725,3.067411,101.775484,BATANG LABU,10/2/2018,2018,III,0.481,0.130,0.143,0.024,0.652,0.394
726,3.068323,101.771511,SERING,10/2/2018,2018,III,0.361,0.087,0.119,0.015,0.604,0.457
727,2.976173,101.701886,ANAK CHUAU,7/3/2018,2018,III,0.276,0.152,0.131,0.009,0.722,0.093
728,2.970669,101.693313,CHUAU,7/3/2018,2018,III,0.388,0.152,0.131,0.014,0.691,0.012
729,2.892928,101.696742,LIMAU MANIS,7/3/2018,2018,II,0.607,0.174,0.155,0.013,0.742,0.040
730,2.895012,101.684190,CHUAU,7/3/2018,2018,II,0.704,0.087,0.094,0.001,0.932,0.005
731,2.876110,101.451639,LANGAT,3/4/2018,2018,III,0.189,0.065,0.082,0.131,0.549,0.058
732,2.815335,101.512831,LANGAT,3/4/2018,2018,IV,0.251,0.152,0.179,0.253,0.581,0.123
733,2.813262,101.642225,BATANG LABU,3/4/2018,2018,III,0.436,0.174,0.216,0.104,0.568,0.112
734,2.855499,101.681547,LANGAT,3/4/2018,2018,III,0.434,0.152,0.167,0.053,0.538,0.215
735,2.892121,101.749958,SEMENYIH,3/4/2018,2018,III,0.566,0.130,0.149,0.036,0.600,0.033
736,2.892200,101.764339,BUAN,4/4/2018,2018,III,0.588,0.109,0.131,0.017,0.565,0.226
737,2.787200,101.701531,BATANG LABU,4/4/2018,2018,III,0.463,0.130,0.112,0.036,0.589,0.099
738,2.777479,101.752031,JIJAN,4/4/2018,2018,III,0.673,0.196,0.185,0.031,0.506,0.070
739,2.781640,101.798345,BATANG LABU,4/4/2018,2018,II,0.621,0.130,0.161,0.022,0.607,0.004
740,2.801874,101.791659,BATANG NILAI,4/4/2018,2018,III,0.564,0.109,0.100,0.019,0.629,0.180
741,2.787198,101.751546,BATANG LABU,4/4/2018,2018,III,0.556,0.130,0.143,0.026,0.581,0.116
742,2.814387,101.811320,BATANG NILAI,6/4/2018,2018,III,0.501,0.087,0.125,0.012,0.725,0.128
743,2.861724,101.816540,PAJAM,6/4/2018,2018,IV,0.441,0.500,0.532,0.041,0.574,0.322
744,2.848104,101.824531,BATANG BENAR,6/4/2018,2018,III,0.547,0.043,0.058,0.009,0.631,0.250
745,2.888253,101.829003,BERANANG,6/4/2018,2018,II,0.622,0.043,0.046,0.030,0.620,0.034
746,2.877132,101.839741,PAJAM,6/4/2018,2018,II,0.521,0.043,0.064,0.036,0.604,0.058
747,2.918370,101.862720,RINCHING,6/4/2018,2018,II,0.533,0.065,0.064,0.041,0.529,0.053
748,2.946371,101.847649,SEMENYIH,6/4/2018,2018,II,0.574,0.043,0.046,0.033,0.537,0.034
749,2.993079,101.785532,LANGAT,7/4/2018,2018,III,0.483,0.130,0.131,0.149,0.648,0.097
750,2.994563,101.783654,BATANG LABU,7/4/2018,2018,III,0.453,0.130,0.137,0.131,0.590,0.092
751,3.015110,101.767694,BALAK,7/4/2018,2018,III,0.329,0.152,0.179,0.009,0.603,0.408
752,3.068590,101.786005,BATANG LABU,7/4/2018,2018,II,0.693,0.087,0.112,0.105,0.630,0.019
753,3.047051,101.776908,LANGAT,7/4/2018,2018,III,0.560,0.087,0.106,0.094,0.596,0.069
754,3.008812,101.868933,SEMENYIH,9/4/2018,2018,II,0.684,0.087,0.100,0.012,0.670,0.019
755,3.173894,101.869146,RINCHING,9/4/2018,2018,II,0.710,0.065,0.070,0.004,0.655,0.001
756,3.167259,101.850525,LANGAT,9/4/2018,2018,II,0.718,0.043,0.046,0.004,0.652,0.005
757,3.111312,101.816819,LANGAT,10/4/2018,2018,II,0.745,0.043,0.064,0.004,0.698,0.007
758,3.097682,101.805301,BATANG LABU,10/4/2018,2018,II,0.720,0.043,0.058,0.009,0.615,0.012
759,3.067411,101.775484,BATANG LABU,10/4/2018,2018,III,0.468,0.239,0.277,0.016,0.595,0.416
760,3.068323,101.771511,SERING,10/4/2018,2018,III,0.452,0.217,0.222,0.010,0.576,0.334
761,3.040719,101.773670,LANGAT,10/4/2018,2018,III,0.602,0.087,0.112,0.016,0.582,0.175
762,2.964141,101.783797,LANGAT,10/4/2018,2018,III,0.474,0.217,0.252,0.016,0.614,0.271
763,2.976173,101.701886,ANAK CHUAU,3/5/2018,2018,III,0.314,0.087,0.076,0.003,0.568,0.132
764,2.970669,101.693313,CHUAU,3/5/2018,2018,II,0.411,0.087,0.088,0.004,0.520,0.001
765,2.892928,101.696742,LIMAU MANIS,3/5/2018,2018,II,0.591,0.065,0.064,0.005,0.653,0.007
766,2.895012,101.684190,CHUAU,3/5/2018,2018,II,0.705,0.043,0.040,0.007,0.902,0.024
767,2.876110,101.451639,LANGAT,5/6/2018,2018,III,0.236,0.109,0.131,0.037,0.570,0.016
768,2.815335,101.512831,LANGAT,5/6/2018,2018,III,0.229,0.130,0.143,0.037,0.570,0.081
769,2.813262,101.642225,BATANG LABU,5/6/2018,2018,III,0.458,0.087,0.094,0.042,0.639,0.169
770,2.855499,101.681547,LANGAT,5/6/2018,2018,III,0.351,0.152,0.191,0.027,0.602,0.188
771,2.892121,101.749958,SEMENYIH,5/6/2018,2018,II,0.487,0.065,0.076,0.033,0.576,0.033
772,2.892200,101.764339,BUAN,5/6/2018,2018,III,0.580,0.109,0.112,0.015,0.610,0.172
773,2.787198,101.751546,BATANG LABU,5/6/2018,2018,III,0.423,0.087,0.100,0.027,0.571,0.156
774,2.787200,101.701531,BATANG LABU,6/6/2018,2018,III,0.389,0.087,0.088,0.035,0.554,0.110
775,2.777479,101.752031,JIJAN,6/6/2018,2018,II,0.586,0.043,0.052,0.017,0.492,0.040
776,2.781640,101.798345,BATANG LABU,6/6/2018,2018,II,0.553,0.065,0.076,0.007,0.536,0.013
777,2.801874,101.791659,BATANG NILAI,6/6/2018,2018,IV,0.819,1.000,0.872,0.008,0.861,0.228
778,2.814387,101.811320,BATANG NILAI,6/6/2018,2018,IV,0.139,0.587,0.605,0.020,0.668,0.000
779,2.861724,101.816540,PAJAM,6/6/2018,2018,IV,0.443,0.565,0.605,0.042,0.709,0.485
780,2.848104,101.824531,BATANG BENAR,8/6/2018,2018,III,0.474,0.043,0.058,0.002,1.000,0.269
781,2.888253,101.829003,BERANANG,8/6/2018,2018,II,0.561,0.087,0.125,0.029,0.669,0.045
782,2.877132,101.839741,PAJAM,8/6/2018,2018,III,0.559,0.065,0.064,0.253,0.612,0.064
783,2.918370,101.862720,RINCHING,8/6/2018,2018,III,0.453,0.130,0.137,0.007,0.553,0.076
784,2.946371,101.847649,SEMENYIH,8/6/2018,2018,III,0.374,0.174,0.216,0.096,0.551,0.101
785,2.993079,101.785532,LANGAT,11/6/2018,2018,IV,0.193,0.478,0.526,0.019,0.607,0.285
786,2.994563,101.783654,BATANG LABU,11/6/2018,2018,IV,0.199,0.391,0.477,0.021,0.591,0.270
787,3.015110,101.767694,BALAK,11/6/2018,2018,III,0.437,0.283,0.325,0.013,0.657,0.740
788,3.068590,101.786005,BATANG LABU,11/6/2018,2018,II,0.652,0.043,0.046,0.093,0.660,0.019
789,3.047051,101.776908,LANGAT,11/6/2018,2018,III,0.290,0.130,0.137,0.061,0.546,0.198
790,3.040719,101.773670,LANGAT,11/6/2018,2018,III,0.472,0.087,0.119,0.060,0.590,0.245
791,2.964141,101.783797,LANGAT,11/6/2018,2018,IV,0.202,0.326,0.356,0.018,0.644,0.229
792,3.067411,101.775484,BATANG LABU,12/6/2018,2018,III,0.363,0.152,0.155,0.010,0.622,0.490
793,3.068323,101.771511,SERING,12/6/2018,2018,III,0.272,0.130,0.149,0.019,0.603,0.485
794,3.097682,101.805301,BATANG LABU,12/6/2018,2018,II,0.657,0.065,0.082,0.053,0.667,0.023
795,3.111312,101.816819,LANGAT,12/6/2018,2018,II,0.706,0.043,0.058,0.016,0.657,0.008
796,3.167259,101.850525,LANGAT,12/6/2018,2018,II,0.708,0.065,0.094,0.011,0.674,0.010
797,3.173894,101.869146,RINCHING,12/6/2018,2018,II,0.702,0.065,0.082,0.010,0.682,0.001
798,3.008812,101.868933,SEMENYIH,12/6/2018,2018,II,0.709,0.065,0.088,0.038,0.674,0.023
799,2.976173,101.701886,ANAK CHUAU,6/7/2018,2018,III,0.418,0.087,0.094,0.006,0.591,0.085
800,2.970669,101.693313,CHUAU,6/7/2018,2018,II,0.496,0.065,0.070,0.002,0.608,0.003
801,2.892928,101.696742,LIMAU MANIS,6/7/2018,2018,II,0.590,0.087,0.106,0.059,0.567,0.027
802,2.895012,101.684190,CHUAU,6/7/2018,2018,II,0.744,0.065,0.082,0.000,0.779,0.017
803,2.876110,101.451639,LANGAT,2/8/2018,2018,III,0.305,0.109,0.143,0.091,0.479,0.062
804,2.815335,101.512831,LANGAT,2/8/2018,2018,III,0.180,0.152,0.173,0.034,0.507,0.211
805,2.813262,101.642225,BATANG LABU,2/8/2018,2018,III,0.500,0.087,0.088,0.057,0.548,0.127
806,2.855499,101.681547,LANGAT,2/8/2018,2018,III,0.478,0.087,0.112,0.060,0.574,0.113
807,2.892121,101.749958,SEMENYIH,2/8/2018,2018,III,0.556,0.065,0.088,0.090,0.607,0.040
808,2.892200,101.764339,BUAN,2/8/2018,2018,II,0.541,0.043,0.058,0.010,0.601,0.188
809,2.787200,101.701531,BATANG LABU,2/8/2018,2018,III,0.441,0.087,0.106,0.018,0.585,0.143
810,2.777479,101.752031,JIJAN,6/8/2018,2018,II,0.583,0.065,0.058,0.008,0.494,0.069
811,2.787198,101.751546,BATANG LABU,6/8/2018,2018,III,0.462,0.152,0.149,0.056,0.557,0.334
812,2.781640,101.798345,BATANG LABU,6/8/2018,2018,II,0.620,0.065,0.082,0.005,0.574,0.007
813,2.801874,101.791659,BATANG NILAI,6/8/2018,2018,III,0.753,0.239,0.258,0.010,0.843,0.579
814,2.814387,101.811320,BATANG NILAI,6/8/2018,2018,III,0.551,0.152,0.173,0.007,0.839,0.108
815,2.861724,101.816540,PAJAM,6/8/2018,2018,III,0.593,0.522,0.556,0.019,0.726,0.443
816,2.848104,101.824531,BATANG BENAR,6/8/2018,2018,III,0.482,0.152,0.143,0.004,0.733,0.612
817,2.888253,101.829003,BERANANG,6/8/2018,2018,III,0.504,0.087,0.082,0.060,0.634,0.044
818,2.877132,101.839741,PAJAM,6/8/2018,2018,III,0.523,0.174,0.216,0.472,0.629,0.088
819,2.993079,101.785532,LANGAT,7/8/2018,2018,IV,0.224,0.457,0.514,0.021,0.571,0.309
820,2.994563,101.783654,BATANG LABU,7/8/2018,2018,IV,0.178,0.500,0.532,0.030,0.600,0.319
821,3.015110,101.767694,BALAK,7/8/2018,2018,III,0.583,0.304,0.343,0.010,0.649,1.000
822,3.068590,101.786005,BATANG LABU,7/8/2018,2018,III,0.665,0.065,0.082,0.162,0.618,0.029
823,3.047051,101.776908,LANGAT,7/8/2018,2018,III,0.435,0.152,0.198,0.048,0.596,0.213
824,3.040719,101.773670,LANGAT,7/8/2018,2018,III,0.517,0.152,0.161,0.051,0.580,0.269
825,2.964141,101.783797,LANGAT,7/8/2018,2018,IV,0.229,0.587,0.495,0.016,0.592,0.295
826,3.068323,101.771511,SERING,8/8/2018,2018,III,0.384,0.326,0.289,0.004,0.615,0.477
827,3.067411,101.775484,BATANG LABU,8/8/2018,2018,III,0.371,0.370,0.404,0.009,0.605,0.565
828,3.097682,101.805301,BATANG LABU,8/8/2018,2018,II,0.667,0.043,0.046,0.039,0.646,0.016
829,3.111312,101.816819,LANGAT,8/8/2018,2018,II,0.693,0.043,0.046,0.019,0.693,0.010
830,3.167259,101.850525,LANGAT,8/8/2018,2018,II,0.707,0.043,0.040,0.004,0.684,0.005
831,3.173894,101.869146,RINCHING,8/8/2018,2018,I,0.691,0.043,0.046,0.003,0.663,0.001
832,3.008812,101.868933,SEMENYIH,8/8/2018,2018,II,0.641,0.043,0.040,0.024,0.602,0.026
833,2.918370,101.862720,RINCHING,8/8/2018,2018,III,0.548,0.109,0.119,0.014,0.569,0.164
834,2.946371,101.847649,SEMENYIH,8/8/2018,2018,II,0.620,0.065,0.076,0.028,0.613,0.031
835,2.976173,101.701886,ANAK CHUAU,5/9/2018,2018,II,0.467,0.109,0.131,0.005,0.649,0.005
836,2.970669,101.693313,CHUAU,5/9/2018,2018,II,0.483,0.087,0.094,0.003,0.585,0.050
837,2.892928,101.696742,LIMAU MANIS,5/9/2018,2018,III,0.677,0.065,0.064,0.111,0.629,0.080
838,2.895012,101.684190,CHUAU,5/9/2018,2018,II,0.693,0.043,0.052,0.006,0.704,0.008
839,2.876110,101.451639,LANGAT,3/10/2018,2018,III,0.261,0.043,0.058,0.023,0.532,0.068
840,2.815335,101.512831,LANGAT,3/10/2018,2018,III,0.301,0.065,0.064,0.038,0.601,0.147
841,2.813262,101.642225,BATANG LABU,3/10/2018,2018,III,0.476,0.109,0.100,0.494,0.574,0.097
842,2.787200,101.701531,BATANG LABU,3/10/2018,2018,II,0.499,0.043,0.040,0.033,0.562,0.106
843,2.777479,101.752031,JIJAN,3/10/2018,2018,III,0.621,0.130,0.119,0.032,0.500,0.060
844,2.787198,101.751546,BATANG LABU,3/10/2018,2018,III,0.496,0.065,0.082,0.035,0.533,0.234
845,2.855499,101.681547,LANGAT,4/10/2018,2018,III,0.589,0.087,0.064,0.153,0.601,0.046
846,2.892121,101.749958,SEMENYIH,4/10/2018,2018,II,0.596,0.087,0.070,0.096,0.597,0.030
847,2.892200,101.764339,BUAN,4/10/2018,2018,III,0.239,0.087,0.088,0.081,0.576,0.209
848,2.781640,101.798345,BATANG LABU,4/10/2018,2018,III,0.646,0.130,0.082,1.000,0.600,0.009
849,2.801874,101.791659,BATANG NILAI,4/10/2018,2018,III,0.473,0.087,0.076,0.099,0.592,0.110
850,2.814387,101.811320,BATANG NILAI,4/10/2018,2018,II,0.663,0.065,0.076,0.024,0.688,0.040
851,2.861724,101.816540,PAJAM,5/10/2018,2018,III,0.632,0.370,0.465,0.015,0.640,0.369
852,2.848104,101.824531,BATANG BENAR,5/10/2018,2018,III,0.585,0.087,0.106,0.015,0.655,0.265
853,2.888253,101.829003,BERANANG,5/10/2018,2018,II,0.583,0.065,0.082,0.041,0.652,0.023
854,2.877132,101.839741,PAJAM,5/10/2018,2018,II,0.505,0.065,0.076,0.019,0.602,0.064
855,2.918370,101.862720,RINCHING,5/10/2018,2018,III,0.476,0.130,0.137,0.016,0.559,0.119
856,2.946371,101.847649,SEMENYIH,5/10/2018,2018,II,0.645,0.065,0.094,0.042,0.576,0.032
857,3.068323,101.771511,SERING,8/10/2018,2018,III,0.509,0.152,0.143,0.013,0.684,0.347
858,3.067411,101.775484,BATANG LABU,8/10/2018,2018,III,0.547,0.130,0.155,0.033,0.617,0.340
859,3.097682,101.805301,BATANG LABU,8/10/2018,2018,II,0.752,0.043,0.070,0.032,0.603,0.016
860,3.111312,101.816819,LANGAT,8/10/2018,2018,II,0.794,0.065,0.064,0.012,0.615,0.012
861,3.167259,101.850525,LANGAT,8/10/2018,2018,II,0.770,0.152,0.137,0.003,0.650,0.003
862,3.173894,101.869146,RINCHING,8/10/2018,2018,II,0.730,0.065,0.070,0.006,0.611,0.005
863,3.008812,101.868933,SEMENYIH,8/10/2018,2018,III,0.686,0.087,0.076,0.431,0.628,0.023
864,2.993079,101.785532,LANGAT,9/10/2018,2018,III,0.491,0.196,0.185,0.139,0.618,0.080
865,2.994563,101.783654,BATANG LABU,9/10/2018,2018,III,0.544,0.326,0.228,0.115,0.610,0.086
866,3.015110,101.767694,BALAK,9/10/2018,2018,III,0.462,0.130,0.155,0.014,0.627,0.426
867,3.068590,101.786005,BATANG LABU,9/10/2018,2018,III,0.666,0.109,0.131,0.513,0.625,0.038
868,3.047051,101.776908,LANGAT,9/10/2018,2018,III,0.632,0.109,0.112,0.078,0.577,0.064
869,3.040719,101.773670,LANGAT,9/10/2018,2018,III,0.601,0.130,0.112,0.067,0.535,0.064
870,2.964141,101.783797,LANGAT,9/10/2018,2018,III,0.507,0.152,0.149,0.065,0.581,0.113
871,2.976173,101.701886,ANAK CHUAU,7/11/2018,2018,III,0.265,0.043,0.070,0.006,0.504,0.079
872,2.970669,101.693313,CHUAU,7/11/2018,2018,II,0.456,0.043,0.040,0.006,0.520,0.084
873,2.892928,101.696742,LIMAU MANIS,7/11/2018,2018,II,0.559,0.087,0.076,0.016,0.570,0.058
874,2.895012,101.684190,CHUAU,7/11/2018,2018,II,0.612,0.065,0.070,0.002,0.699,0.000
875,2.813262,101.642225,BATANG LABU,5/12/2018,2018,III,0.388,0.109,0.106,0.177,0.475,0.017
876,2.855499,101.681547,LANGAT,5/12/2018,2018,III,0.468,0.087,0.082,0.187,0.486,0.045
877,2.892121,101.749958,SEMENYIH,5/12/2018,2018,III,0.540,0.087,0.088,0.126,0.469,0.014
878,2.892200,101.764339,BUAN,5/12/2018,2018,II,0.499,0.065,0.094,0.048,0.496,0.038
879,2.787200,101.701531,BATANG LABU,5/12/2018,2018,III,0.461,0.043,0.058,0.057,0.405,0.037
880,2.777479,101.752031,JIJAN,5/12/2018,2018,II,0.586,0.087,0.100,0.058,0.396,0.012
881,2.787198,101.751546,BATANG LABU,5/12/2018,2018,II,0.536,0.109,0.088,0.070,0.491,0.021
882,2.815335,101.512831,LANGAT,6/12/2018,2018,III,0.323,0.130,0.112,0.095,0.225,0.047
883,2.781640,101.798345,BATANG LABU,6/12/2018,2018,II,0.608,0.065,0.082,0.012,0.506,0.008
884,2.801874,101.791659,BATANG NILAI,6/12/2018,2018,II,0.634,0.109,0.100,0.010,0.611,0.137
885,2.814387,101.811320,BATANG NILAI,6/12/2018,2018,III,0.574,0.130,0.106,0.026,0.661,0.060
886,2.861724,101.816540,PAJAM,6/12/2018,2018,III,0.546,0.152,0.125,0.017,0.581,0.289
887,2.848104,101.824531,BATANG BENAR,6/12/2018,2018,III,0.554,0.130,0.137,0.020,0.819,0.134
888,2.888253,101.829003,BERANANG,6/12/2018,2018,II,0.569,0.109,0.112,0.071,0.531,0.026
889,2.877132,101.839741,PAJAM,6/12/2018,2018,III,0.486,0.109,0.106,0.076,0.529,0.047
890,2.993079,101.785532,LANGAT,7/12/2018,2018,III,0.516,0.261,0.313,0.041,0.565,0.075
891,2.994563,101.783654,BATANG LABU,7/12/2018,2018,III,0.493,0.217,0.264,0.075,0.550,0.080
892,2.964141,101.783797,LANGAT,7/12/2018,2018,III,0.461,0.217,0.234,0.094,0.549,0.081
893,3.008812,101.868933,SEMENYIH,7/12/2018,2018,III,0.646,0.087,0.088,0.271,0.572,0.008
894,2.918370,101.862720,RINCHING,7/12/2018,2018,III,0.641,0.196,0.143,0.792,0.521,0.040
895,2.946371,101.847649,SEMENYIH,7/12/2018,2018,III,0.618,0.109,0.125,0.710,0.597,0.025
896,3.015110,101.767694,BALAK,10/12/2018,2018,III,0.355,0.239,0.185,0.014,0.596,0.345
897,3.068590,101.786005,BATANG LABU,10/12/2018,2018,II,0.686,0.109,0.112,0.035,0.560,0.025
898,3.047051,101.776908,LANGAT,10/12/2018,2018,II,0.642,0.109,0.119,0.035,0.578,0.024
899,3.040719,101.773670,LANGAT,10/12/2018,2018,II,0.630,0.130,0.131,0.091,0.535,0.016
900,2.876110,101.451639,LANGAT,10/12/2018,2018,III,0.332,0.087,0.070,0.020,0.326,0.042
901,3.068323,101.771511,SERING,11/12/2018,2018,III,0.557,0.196,0.167,0.021,0.593,0.220
902,3.067411,101.775484,BATANG LABU,11/12/2018,2018,III,0.540,0.174,0.161,0.021,0.595,0.219
903,3.097682,101.805301,BATANG LABU,11/12/2018,2018,II,0.671,0.043,0.058,0.028,0.593,0.003
904,3.111312,101.816819,LANGAT,11/12/2018,2018,II,0.681,0.043,0.052,0.018,0.599,0.006
905,3.167259,101.850525,LANGAT,11/12/2018,2018,II,0.689,0.043,0.070,0.010,0.625,0.010
906,3.173894,101.869146,RINCHING,11/12/2018,2018,II,0.674,0.065,0.052,0.013,0.587,0.010
