ID,LATITUDE,LONGTITUDE,RIVER,SMPDAT,YEAR,CLASS,DO,BOD,COD,SS,pH,AN
1,2.777683,101.751983,LANGAT,10/1/2012,2012,III,0.268,0.087,0.131,0.129,0.536,0.000
2,2.777683,101.751983,LANGAT,12/3/2012,2012,III,0.079,0.087,0.064,0.099,0.468,0.040
3,2.777683,101.751983,LANGAT,8/5/2012,2012,III,0.095,0.109,0.094,0.051,0.399,0.037
4,2.777683,101.751983,LANGAT,6/7/2012,2012,III,0.170,0.304,0.228,0.110,0.609,0.024
5,2.777683,101.751983,LANGAT,6/8/2012,2012,III,0.177,0.326,0.325,0.014,0.594,0.005
6,2.777633,101.752100,LANGAT,5/9/2012,2012,III,0.263,0.152,0.161,0.029,0.593,0.016
7,2.777683,101.751983,LANGAT,7/11/2012,2012,III,0.442,0.261,0.228,0.000,0.128,0.031
8,2.777683,101.751983,LANGAT,10/1/2012,2012,III,0.132,0.109,0.143,0.029,0.484,0.118
9,2.777683,101.751983,LANGAT,2/2/2012,2012,III,0.295,0.043,0.088,0.009,0.465,0.062
10,2.397600,101.982366,LANGAT,14/3/2012,2012,III,0.218,0.109,0.119,0.031,0.458,0.041
11,2.397600,101.982366,LANGAT,9/4/2012,2012,III,0.178,0.109,0.100,0.046,0.555,0.065
12,2.481967,102.013000,LANGAT,8/5/2012,2012,III,0.265,0.152,0.137,0.103,0.449,0.023
13,2.397600,101.982366,LANGAT,11/6/2012,2012,IV,0.000,0.500,0.410,0.012,0.511,0.051
14,2.397600,101.982366,LANGAT,6/7/2012,2012,III,0.129,0.239,0.173,0.013,0.561,0.156
15,2.397600,101.982366,LANGAT,6/8/2012,2012,III,0.175,0.065,0.100,0.004,0.564,0.117
16,2.481967,102.013000,LANGAT,5/9/2012,2012,III,0.347,0.109,0.131,0.060,0.578,0.005
17,2.481967,102.013000,LANGAT,4/10/2012,2012,III,0.299,0.109,0.137,0.015,0.153,0.116
18,2.397600,101.982366,LANGAT,7/11/2012,2012,III,0.401,0.087,0.088,0.016,0.463,0.027
19,2.481967,102.013000,LANGAT,12/12/2012,2012,II,0.438,0.087,0.070,0.004,0.334,0.030
20,2.481967,102.013000,LANGAT,9/1/2012,2012,II,0.479,0.022,0.021,0.014,0.550,0.000
21,2.481967,102.013000,LANGAT,2/2/2012,2012,II,0.599,0.043,0.015,0.026,0.531,0.094
22,2.580816,101.956950,LANGAT,14/3/2012,2012,II,0.426,0.087,0.076,0.009,0.534,0.053
23,2.580816,101.956950,LANGAT,5/4/2012,2012,II,0.444,0.022,0.015,0.060,0.520,0.044
24,2.580816,101.956950,LANGAT,8/5/2012,2012,II,0.500,0.022,0.046,0.036,0.507,0.031
25,2.580816,101.956950,LANGAT,11/6/2012,2012,II,0.350,0.043,0.033,0.012,0.516,0.001
26,2.651733,101 55 501,LANGAT,6/7/2012,2012,III,0.458,0.087,0.088,0.053,0.582,0.154
27,2.580816,101.956950,LANGAT,5/9/2012,2012,III,0.261,0.109,0.137,0.134,0.550,0.060
28,2.651733,101 55 501,LANGAT,3/10/2012,2012,III,0.468,0.065,0.058,0.029,0.598,0.091
29,2.651733,101 55 501,LANGAT,7/11/2012,2012,III,0.500,0.174,0.179,0.058,0.490,0.034
30,2.651733,101 55 501,LANGAT,12/12/2012,2012,II,0.608,0.087,0.076,0.004,0.525,0.034
31,2.651733,101 55 501,LANGAT,9/1/2012,2012,III,0.413,0.109,0.204,0.042,0.562,0.003
32,2.590666,101.965950,LANGAT,4/2/2012,2012,III,0.366,0.239,0.222,0.001,0.555,0.134
33,2.651733,101 55 501,LANGAT,14/3/2012,2012,II,0.561,0.065,0.064,0.034,0.564,0.061
34,2.710183,101.952766,LANGAT,5/4/2012,2012,II,0.625,0.087,0.070,0.042,0.550,0.064
35,2.710183,101.952766,LANGAT,8/5/2012,2012,II,0.537,0.043,0.058,0.035,0.525,0.051
36,2.710183,101.952766,LANGAT,12/6/2012,2012,III,0.256,0.217,0.131,0.046,0.520,0.173
37,2.710183,101.952766,LANGAT,5/7/2012,2012,III,0.452,0.304,0.246,0.043,0.557,0.138
38,2.710183,101.952766,LANGAT,2/8/2012,2012,IV,0.202,0.413,0.404,0.088,0.546,0.268
39,2.710183,101.952766,LANGAT,5/9/2012,2012,III,0.355,0.261,0.264,0.066,0.554,0.096
40,2.693866,101.933660,LANGAT,3/10/2012,2012,III,0.352,0.217,0.216,0.086,0.626,0.143
41,2.693866,101.933660,LANGAT,7/11/2012,2012,II,0.568,0.087,0.070,0.067,0.561,0.047
42,2.693866,101.933660,LANGAT,12/12/2012,2012,III,0.650,0.196,0.191,0.026,0.575,0.040
43,2.693866,101.933660,LANGAT,9/1/2012,2012,I,0.756,0.022,0.021,0.000,0.621,0.010
44,2.693866,101.933660,LANGAT,13/3/2012,2012,I,0.640,0.022,0.040,0.003,0.562,0.002
45,2.693866,101.933660,LANGAT,3/5/2012,2012,II,0.722,0.152,0.143,0.009,0.546,0.000
46,2.463083,102.055400,LANGAT,5/7/2012,2012,II,0.723,0.043,0.070,0.000,0.610,0.006
47,2.463083,102.055400,LANGAT,3/9/2012,2012,I,0.719,0.022,0.015,0.000,0.646,0.000
48,2.463083,102.055400,LANGAT,7/11/2012,2012,I,0.738,0.022,0.015,0.001,0.577,0.001
49,2.463083,102.055400,SEMENYIH,9/1/2012,2012,I,0.704,0.022,0.015,0.006,0.612,0.008
50,2.463083,102.055400,SEMENYIH,13/3/2012,2012,II,0.602,0.043,0.052,0.013,0.520,0.002
51,2.463083,102.055400,SEMENYIH,3/5/2012,2012,II,0.665,0.130,0.143,0.023,0.463,0.002
52,2.456616,102.071350,SEMENYIH,5/7/2012,2012,II,0.684,0.109,0.119,0.032,0.594,0.016
53,2.456616,102.071350,SEMENYIH,3/9/2012,2012,II,0.683,0.043,0.052,0.004,0.623,0.004
54,2.456616,102.071350,SEMENYIH,7/11/2012,2012,II,0.691,0.022,0.033,0.022,0.582,0.004
55,2.456616,102.071350,LUI,9/1/2012,2012,I,0.713,0.022,0.015,0.003,0.575,0.007
56,2.456616,102.071350,LUI,13/3/2012,2012,II,0.638,0.043,0.058,0.010,0.507,0.000
57,2.456616,102.071350,LUI,3/5/2012,2012,II,0.724,0.152,0.185,0.018,0.472,0.001
58,2.538366,102.036133,LUI,5/7/2012,2012,II,0.713,0.087,0.058,0.001,0.541,0.015
59,2.538366,102.036133,LUI,3/9/2012,2012,II,0.685,0.152,0.131,0.000,0.570,0.000
60,2.538366,102.036133,LUI,7/11/2012,2012,I,0.727,0.022,0.021,0.009,0.532,0.001
61,2.538366,102.036133,LANGAT,9/1/2012,2012,II,0.522,0.022,0.027,0.090,0.555,0.005
62,2.538366,102.036133,LANGAT,4/2/2012,2012,II,0.531,0.022,0.027,0.008,0.557,0.119
63,2.538366,102.036133,LANGAT,13/3/2012,2012,II,0.645,0.065,0.100,0.057,0.562,0.029
64,2.592300,102.085316,LANGAT,5/4/2012,2012,III,0.622,0.174,0.198,0.079,0.486,0.057
65,2.592300,102.085316,LANGAT,3/5/2012,2012,III,0.711,0.348,0.289,0.108,0.518,0.024
66,2.592300,102.085316,LANGAT,12/6/2012,2012,III,0.498,0.065,0.046,0.062,0.561,0.118
67,2.592300,102.085316,LANGAT,5/7/2012,2012,II,0.604,0.130,0.100,0.010,0.550,0.089
68,2.592300,102.085316,LANGAT,2/8/2012,2012,IV,0.259,0.522,0.459,0.068,0.497,0.436
69,2.592300,102.085316,LANGAT,3/9/2012,2012,III,0.596,0.087,0.082,0.011,0.584,0.192
70,2.592400,102.052783,LANGAT,3/10/2012,2012,III,0.563,0.087,0.070,0.044,0.605,0.091
71,2.592400,102.052783,LANGAT,7/11/2012,2012,II,0.722,0.152,0.161,0.028,0.570,0.033
72,2.592400,102.052783,LANGAT,12/12/2012,2012,II,0.753,0.152,0.131,0.004,0.582,0.039
73,2.592400,102.052783,LANGAT,9/1/2012,2012,I,0.732,0.022,0.015,0.001,0.598,0.005
74,2.592400,102.052783,LANGAT,13/3/2012,2012,I,0.627,0.022,0.015,0.007,0.538,0.006
75,2.592400,102.052783,LANGAT,3/5/2012,2012,II,0.693,0.152,0.137,0.023,0.484,0.010
76,2.590666,101.965950,LANGAT,5/7/2012,2012,II,0.685,0.065,0.112,0.005,0.589,0.008
77,2.590666,101.965950,LANGAT,3/9/2012,2012,I,0.680,0.022,0.021,0.000,0.601,0.000
78,2.590666,101.965950,LANGAT,7/11/2012,2012,II,0.699,0.087,0.076,0.004,0.589,0.006
79,2.590666,101.965950,PAJAM,10/1/2012,2012,II,0.585,0.022,0.015,0.016,0.742,0.061
80,2.580816,101.956950,PAJAM,2/2/2012,2012,II,0.489,0.087,0.106,0.041,0.546,0.005
81,2.590666,101.965950,PAJAM,13/3/2012,2012,III,0.446,0.109,0.094,0.012,0.550,0.067
82,2.790833,102.006450,PAJAM,9/4/2012,2012,III,0.392,0.174,0.155,0.009,0.617,0.119
83,2.790833,102.006450,PAJAM,3/5/2012,2012,III,0.347,0.217,0.234,0.063,0.557,0.032
84,2.790833,102.006450,PAJAM,11/6/2012,2012,III,0.500,0.239,0.119,0.032,0.546,0.081
85,2.790833,102.006450,PAJAM,6/7/2012,2012,III,0.388,0.109,0.137,0.073,0.626,0.169
86,2.790833,102.006450,PAJAM,2/8/2012,2012,II,0.597,0.043,0.058,0.006,0.610,0.044
87,2.790833,102.006450,PAJAM,3/9/2012,2012,II,0.527,0.022,0.015,0.007,0.577,0.026
88,2.442750,102.114600,PAJAM,3/10/2012,2012,II,0.469,0.065,0.058,0.019,0.656,0.060
89,2.442750,102.114600,PAJAM,7/11/2012,2012,III,0.534,0.130,0.137,0.037,0.573,0.100
90,2.442750,102.114600,PAJAM,12/12/2012,2012,III,0.541,0.152,0.143,0.039,0.586,0.089
91,2.442750,102.114600,BATANG NILAI,10/1/2012,2012,III,0.482,0.217,0.155,0.005,0.711,0.402
92,2.442750,102.114600,BATANG NILAI,2/2/2012,2012,II,0.806,0.174,0.155,0.002,0.736,0.000
93,2.442750,102.114600,BATANG NILAI,13/3/2012,2012,III,0.227,0.174,0.173,0.003,0.605,0.129
94,2.296033,102.260766,BATANG NILAI,9/4/2012,2012,II,0.733,0.022,0.015,0.007,0.704,0.016
95,2.296033,102.260766,BATANG NILAI,8/5/2012,2012,III,1.000,0.239,0.271,0.004,0.834,0.232
96,2.295983,102.260550,BATANG NILAI,11/6/2012,2012,III,0.718,0.348,0.234,0.006,0.719,0.571
97,2.296033,102.260766,BATANG NILAI,6/7/2012,2012,III,0.757,0.239,0.191,0.005,0.795,0.308
98,2.296033,102.260766,BATANG NILAI,2/8/2012,2012,III,0.605,0.239,0.185,0.004,0.680,0.425
99,2.296033,102.260766,BATANG NILAI,3/9/2012,2012,II,0.675,0.022,0.015,0.001,0.735,0.022
100,2.296033,102.260766,BATANG NILAI,3/10/2012,2012,IV,0.259,0.391,0.295,0.039,0.747,0.536
101,2.296033,102.260766,BATANG NILAI,7/11/2012,2012,II,0.630,0.087,0.076,0.011,0.593,0.178
102,2.296033,102.260766,BATANG NILAI,12/12/2012,2012,III,0.700,0.174,0.161,0.005,0.630,0.176
103,2.296033,102.260766,JIJAN,10/1/2012,2012,II,0.648,0.065,0.082,0.003,0.545,0.020
104,2.296033,102.260766,JIJAN,2/2/2012,2012,II,0.560,0.022,0.015,0.004,0.527,0.033
105,2.296033,102.260766,JIJAN,13/3/2012,2012,II,0.532,0.065,0.058,0.014,0.401,0.012
106,2.339783,101.254433,JIJAN,9/4/2012,2012,II,0.541,0.109,0.119,0.058,0.445,0.009
107,2.339783,101.254433,JIJAN,8/5/2012,2012,III,0.530,0.109,0.161,0.075,0.360,0.017
108,2.339633,102.254166,JIJAN,11/6/2012,2012,II,0.740,0.022,0.027,0.001,0.477,0.043
109,2.339783,101.254433,JIJAN,6/7/2012,2012,II,0.504,0.022,0.015,0.013,0.564,0.032
110,2.339783,101.254433,JIJAN,2/8/2012,2012,II,0.553,0.022,0.015,0.011,0.564,0.115
111,2.339783,101.254433,JIJAN,3/9/2012,2012,II,0.623,0.087,0.076,0.007,0.614,0.087
112,2.339783,101.254433,JIJAN,3/10/2012,2012,II,0.588,0.022,0.021,0.047,0.607,0.057
113,2.339783,101.254433,JIJAN,7/11/2012,2012,II,0.590,0.065,0.076,0.023,0.522,0.015
114,2.339783,101.254433,JIJAN,12/12/2012,2012,II,0.677,0.109,0.137,0.008,0.573,0.027
115,2.864966,101.437483,LANGAT,4/1/2013,2013,III,0.368,0.087,0.088,0.072,0.321,0.071
116,2.864966,101.437483,LANGAT,6/3/2013,2013,III,0.290,0.109,0.118,0.030,0.506,0.038
117,2.864966,101.437483,LANGAT,4/5/2013,2013,III,0.158,0.087,0.064,0.019,0.474,0.039
118,2.864966,101.437483,LANGAT,7/7/2013,2013,III,0.380,0.130,0.106,0.038,0.601,0.060
119,2.864966,101.437483,LANGAT,4/9/2013,2013,II,0.443,0.022,0.027,0.007,0.353,0.095
120,2.815250,101.512116,LANGAT,8/11/2013,2013,III,0.214,0.109,0.106,0.011,0.073,0.061
121,2.815250,101.512116,LANGAT,4/1/2013,2013,III,0.374,0.087,0.100,0.068,0.385,0.055
122,2.815250,101.512116,LANGAT,14/2/2013,2013,III,0.295,0.087,0.070,0.305,0.445,0.068
123,2.815250,101.512116,LANGAT,6/3/2013,2013,III,0.251,0.239,0.154,0.021,0.444,0.066
124,2.815250,101.512116,LANGAT,3/4/2013,2013,III,0.197,0.065,0.058,0.029,0.486,0.066
125,2.815250,101.512116,LANGAT,4/5/2013,2013,III,0.397,0.174,0.133,0.069,0.468,0.060
126,2.815250,101.512116,LANGAT,5/6/2013,2013,III,0.198,0.109,0.100,0.033,0.516,0.080
127,2.815250,101.512116,LANGAT,7/7/2013,2013,III,0.182,0.087,0.100,0.036,0.621,0.060
128,2.815250,101.512116,LANGAT,1/8/2013,2013,III,0.273,0.152,0.164,0.003,0.518,0.143
129,2.815250,101.512116,LANGAT,4/9/2013,2013,III,0.359,0.065,0.069,0.097,0.454,0.069
130,2.815250,101.512116,LANGAT,3/10/2013,2013,III,0.332,0.239,0.191,0.012,0.367,0.187
131,2.815250,101.512116,LANGAT,8/11/2013,2013,IV,0.248,0.239,0.210,0.017,0.000,0.092
132,2.855566,101.681266,LANGAT,13/12/2013,2013,III,0.422,0.065,0.067,0.001,0.200,0.078
133,2.855566,101.681266,LANGAT,4/1/2013,2013,II,0.631,0.022,0.015,0.023,0.548,0.067
134,2.855566,101.681266,LANGAT,14/2/2013,2013,II,0.477,0.022,0.015,0.039,0.536,0.100
135,2.855566,101.681266,LANGAT,6/3/2013,2013,III,0.377,0.174,0.106,0.039,0.541,0.097
136,2.855566,101.681266,LANGAT,3/4/2013,2013,III,0.381,0.196,0.164,0.029,0.518,0.066
137,2.855566,101.681266,LANGAT,4/5/2013,2013,III,0.407,0.043,0.033,0.097,0.481,0.038
138,2.855566,101.681266,LANGAT,5/6/2013,2013,III,0.367,0.196,0.166,0.107,0.573,0.028
139,2.855566,101.681266,LANGAT,7/7/2013,2013,III,0.480,0.109,0.105,0.032,0.672,0.131
140,2.855566,101.681266,LANGAT,1/8/2013,2013,III,0.412,0.174,0.188,0.013,0.601,0.195
141,2.855566,101.681266,LANGAT,4/9/2013,2013,III,0.515,0.109,0.096,0.055,0.555,0.033
142,2.855566,101.681266,LANGAT,3/10/2013,2013,III,0.375,0.109,0.094,0.013,0.541,0.237
143,2.855566,101.681266,LANGAT,8/11/2013,2013,III,0.463,0.152,0.137,0.050,0.408,0.105
144,2.992033,101.785800,LANGAT,14/12/2013,2013,III,0.371,0.087,0.087,0.015,0.520,0.079
145,2.992033,101.785800,LANGAT,6/1/2013,2013,II,0.484,0.022,0.046,0.041,0.571,0.073
146,2.992033,101.785800,LANGAT,14/2/2013,2013,III,0.444,0.022,0.015,0.011,0.543,0.179
147,2.992033,101.785800,LANGAT,6/3/2013,2013,III,0.313,0.413,0.270,0.013,0.532,0.169
148,2.992033,101.785800,LANGAT,4/4/2013,2013,III,0.398,0.174,0.131,0.067,0.522,0.099
149,2.992033,101.785800,LANGAT,12/5/2013,2013,II,0.648,0.043,0.043,0.013,0.609,0.054
150,2.992033,101.785800,LANGAT,5/6/2013,2013,III,0.389,0.174,0.139,0.009,0.594,0.059
151,2.992033,101.785800,LANGAT,5/7/2013,2013,III,0.389,0.326,0.289,0.045,0.578,0.085
152,2.992033,101.785800,LANGAT,1/8/2013,2013,III,0.397,0.370,0.373,0.059,0.672,0.087
153,2.992033,101.785800,LANGAT,4/9/2013,2013,III,0.600,0.196,0.164,0.042,0.481,0.059
154,2.992033,101.785800,LANGAT,3/10/2013,2013,III,0.351,0.348,0.295,0.030,0.578,0.125
155,2.910983,101.784000,LANGAT,6/11/2013,2013,III,0.241,0.109,0.106,0.017,0.559,0.192
156,3.167400,101.850566,LANGAT,11/12/2013,2013,III,0.416,0.109,0.102,0.016,0.639,0.081
157,3.167400,101.850566,LANGAT,6/1/2013,2013,I,0.670,0.022,0.015,0.001,0.587,0.006
158,3.167400,101.850566,LANGAT,6/3/2013,2013,I,0.764,0.000,0.000,0.001,0.548,0.003
159,3.167400,101.850566,LANGAT,12/5/2013,2013,II,0.833,0.065,0.057,0.000,0.545,0.003
160,3.167400,101.850566,LANGAT,5/7/2013,2013,II,0.716,0.109,0.114,0.002,0.667,0.020
161,3.167400,101.850566,LANGAT,4/9/2013,2013,I,0.742,0.022,0.024,0.000,0.628,0.003
162,2.892483,101.083600,LANGAT,6/11/2013,2013,I,0.720,0.022,0.027,0.000,0.534,0.003
163,2.892483,101.083600,SEMENYIH,30/11/2013,2013,III,0.357,0.109,0.099,0.013,0.531,0.033
164,2.892483,101 45 009,SEMENYIH,30/10/2013,2013,II,0.532,0.152,0.137,0.010,0.529,0.039
165,3.008816,101.868916,SEMENYIH,19/12/2013,2013,III,0.409,0.087,0.086,0.009,0.532,0.048
166,3.008816,101.868916,SEMENYIH,6/1/2013,2013,II,0.625,0.022,0.015,0.038,0.523,0.013
167,3.008816,101.868916,SEMENYIH,7/3/2013,2013,II,0.692,0.087,0.075,0.023,0.594,0.007
168,3.008816,101.868916,SEMENYIH,12/5/2013,2013,II,0.768,0.043,0.028,0.010,0.534,0.003
169,3.008816,101.868916,SEMENYIH,5/7/2013,2013,II,0.674,0.130,0.100,0.006,0.662,0.001
170,3.008816,101.868916,SEMENYIH,4/9/2013,2013,I,0.654,0.022,0.035,0.009,0.614,0.002
171,3.173766,101.869250,SEMENYIH,6/11/2013,2013,I,0.647,0.022,0.033,0.007,0.546,0.004
172,3.173766,101.869250,LUI,6/1/2013,2013,I,0.654,0.022,0.015,0.001,0.534,0.005
173,3.173766,101.869250,LUI,6/3/2013,2013,I,0.730,0.065,0.040,0.001,0.486,0.000
174,3.173766,101.869250,LUI,12/5/2013,2013,II,0.717,0.087,0.072,0.001,0.516,0.001
175,3.173766,101.869250,LUI,5/7/2013,2013,II,0.704,0.152,0.143,0.000,0.633,0.000
176,3.173766,101.869250,LUI,4/9/2013,2013,I,0.738,0.043,0.052,0.005,0.520,0.001
177,3.041000,101.773133,LUI,6/11/2013,2013,I,0.684,0.022,0.021,0.000,0.515,0.002
178,3.041000,101.773133,LANGAT,6/1/2013,2013,II,0.590,0.065,0.064,0.006,0.541,0.125
179,3.041000,101.773133,LANGAT,14/2/2013,2013,II,0.535,0.022,0.033,0.047,0.504,0.099
180,3.041000,101.773133,LANGAT,6/3/2013,2013,III,0.613,0.326,0.209,0.019,0.497,0.090
181,3.041000,101.773133,LANGAT,4/4/2013,2013,III,0.551,0.130,0.100,0.064,0.527,0.072
182,3.041000,101.773133,LANGAT,12/5/2013,2013,II,0.650,0.065,0.057,0.011,0.566,0.053
183,3.041000,101.773133,LANGAT,5/6/2013,2013,II,0.567,0.109,0.091,0.026,0.573,0.062
184,3.041000,101.773133,LANGAT,5/7/2013,2013,III,0.623,0.109,0.091,0.046,0.648,0.060
185,3.041000,101.773133,LANGAT,1/8/2013,2013,III,0.449,0.283,0.306,0.052,0.601,0.100
186,3.041000,101.773133,LANGAT,4/9/2013,2013,III,0.642,0.130,0.117,0.050,0.582,0.045
187,3.041000,101.773133,LANGAT,3/10/2013,2013,III,0.442,0.348,0.283,0.037,0.571,0.121
188,3.041000,101.773133,LANGAT,8/11/2013,2013,III,0.531,0.457,0.386,0.116,0.504,0.034
189,3.111283,101.816816,LANGAT,11/12/2013,2013,III,0.373,0.152,0.140,0.013,0.610,0.083
190,3.111283,101.816816,LANGAT,6/1/2013,2013,II,0.625,0.022,0.021,0.003,0.543,0.010
191,3.111283,101.816816,LANGAT,6/3/2013,2013,II,0.724,0.043,0.032,0.013,0.534,0.008
192,3.111283,101.816816,LANGAT,12/5/2013,2013,II,0.778,0.152,0.117,0.004,0.525,0.007
193,3.111283,101.816816,LANGAT,5/7/2013,2013,II,0.670,0.109,0.094,0.002,0.641,0.007
194,3.111283,101.816816,LANGAT,4/9/2013,2013,II,0.698,0.087,0.080,0.008,0.616,0.007
195,2.888283,101.828900,LANGAT,6/11/2013,2013,II,0.693,0.087,0.082,0.001,0.541,0.018
196,2.888283,101.828900,PAJAM,6/1/2013,2013,II,0.489,0.087,0.088,0.003,0.571,0.103
197,2.888283,101.828900,PAJAM,14/2/2013,2013,II,0.560,0.022,0.015,0.008,0.623,0.041
198,2.888283,101.828900,PAJAM,7/3/2013,2013,III,0.564,0.217,0.170,0.014,0.607,0.215
199,2.888283,101.828900,PAJAM,4/4/2013,2013,III,0.452,0.239,0.192,0.049,0.559,0.088
200,2.888283,101.828900,PAJAM,4/5/2013,2013,III,0.470,0.217,0.187,0.006,0.534,0.149
201,2.888283,101.828900,PAJAM,5/6/2013,2013,III,0.501,0.152,0.112,0.023,0.605,0.080
202,2.888283,101.828900,PAJAM,7/7/2013,2013,III,0.582,0.261,0.255,0.025,0.690,0.339
203,2.888283,101.828900,PAJAM,1/8/2013,2013,III,0.490,0.217,0.236,0.093,0.646,0.162
204,2.888283,101.828900,PAJAM,4/9/2013,2013,III,0.570,0.109,0.092,0.032,0.573,0.097
205,2.888283,101.828900,PAJAM,3/10/2013,2013,III,0.504,0.109,0.100,0.030,0.607,0.067
206,2.877166,101.839766,PAJAM,6/11/2013,2013,III,0.423,0.239,0.204,0.053,0.527,0.178
207,2.801816,101.791466,PAJAM,11/12/2013,2013,III,0.439,0.130,0.126,0.027,0.653,0.110
208,2.801816,101.791466,BATANG NILAI,6/1/2013,2013,III,0.554,0.152,0.143,0.004,0.664,0.192
209,2.801816,101.791466,BATANG NILAI,14/2/2013,2013,II,0.791,0.065,0.052,0.026,0.774,0.015
210,2.801816,101.791466,BATANG NILAI,7/3/2013,2013,III,0.858,0.304,0.238,0.005,0.798,0.341
211,2.801816,101.791466,BATANG NILAI,4/4/2013,2013,III,0.628,0.217,0.167,0.003,0.697,0.204
212,2.801816,101.791466,BATANG NILAI,4/5/2013,2013,III,0.649,0.283,0.219,0.003,0.678,0.639
213,2.801816,101.791466,BATANG NILAI,5/6/2013,2013,III,0.726,0.217,0.178,0.004,0.804,0.329
214,2.801816,101.791466,BATANG NILAI,7/7/2013,2013,III,0.856,0.261,0.253,0.004,0.546,0.329
215,2.801816,101.791466,BATANG NILAI,1/8/2013,2013,III,0.672,0.326,0.342,0.002,0.743,0.326
216,2.801816,101.791466,BATANG NILAI,4/9/2013,2013,III,0.513,0.130,0.108,0.003,0.641,0.134
217,2.801816,101.791466,BATANG NILAI,3/10/2013,2013,III,0.331,0.283,0.240,0.001,0.655,0.402
218,2.801816,101.791466,BATANG NILAI,6/11/2013,2013,III,0.586,0.152,0.137,0.006,0.589,0.421
219,2.777683,101.751983,BATANG NILAI,11/12/2013,2013,III,0.412,0.283,0.252,0.005,0.671,0.552
220,2.777683,101.751983,JIJAN,6/1/2013,2013,II,0.542,0.022,0.015,0.010,0.417,0.073
221,2.777683,101.751983,JIJAN,14/2/2013,2013,II,0.590,0.065,0.058,0.030,0.509,0.009
222,2.777683,101.751983,JIJAN,6/3/2013,2013,II,0.482,0.043,0.031,0.036,0.358,0.011
223,2.777683,101.751983,JIJAN,4/4/2013,2013,II,0.532,0.152,0.126,0.015,0.456,0.016
224,2.777683,101.751983,JIJAN,4/5/2013,2013,II,0.560,0.000,0.005,0.028,0.460,0.021
225,2.777683,101.751983,JIJAN,5/6/2013,2013,II,0.525,0.109,0.088,0.023,0.635,0.013
226,2.777683,101.751983,JIJAN,7/7/2013,2013,II,0.555,0.109,0.118,0.003,0.667,0.049
227,2.777683,101.751983,JIJAN,1/8/2013,2013,II,0.716,0.174,0.188,0.001,0.628,0.032
228,2.777683,101.751983,JIJAN,4/9/2013,2013,II,0.553,0.043,0.045,0.013,0.566,0.020
229,2.777683,101.751983,JIJAN,3/10/2013,2013,II,0.671,0.043,0.046,0.004,0.644,0.032
230,2.777633,101.752050,JIJAN,8/11/2013,2013,II,0.531,0.065,0.076,0.006,0.515,0.016
231,2.787183,101.750766,JIJAN,11/12/2013,2013,II,0.536,0.065,0.067,0.015,0.593,0.024
232,2.787183,101.750766,BATANG LABU,30/11/2013,2013,III,0.405,0.261,0.232,0.010,0.554,0.031
233,2.789450,101.739816,BATANG LABU,30/10/2013,2013,III,0.426,0.196,0.179,0.022,0.548,0.132
234,2.397600,101.982366,BATANG LABU,19/12/2013,2013,II,0.425,0.109,0.095,0.005,0.516,0.060
235,2.815250,101.512116,LANGAT,10/1/2014,2014,III,0.356,0.087,0.084,0.001,0.300,0.078
236,2.855566,101.681266,LANGAT,10/1/2014,2014,III,0.380,0.109,0.099,0.019,0.587,0.091
237,2.992033,101.785800,LANGAT,10/1/2014,2014,III,0.404,0.174,0.163,0.016,0.607,0.093
238,3.041000,101.773133,LANGAT,10/1/2014,2014,III,0.248,0.239,0.215,0.013,0.594,0.094
239,2.888283,101.828900,PAJAM,10/1/2014,2014,III,0.424,0.152,0.147,0.008,0.607,0.180
240,2.801816,101.791466,BATANG NILAI,10/1/2014,2014,III,0.392,0.283,0.246,0.002,0.610,0.738
241,2.777683,101.751983,JIJAN,10/1/2014,2014,II,0.586,0.065,0.070,0.012,0.538,0.024
242,2.777683,101.751983,JIJAN,6/2/2014,2014,II,0.591,0.043,0.066,0.001,0.726,0.047
243,2.801816,101.791466,BATANG NILAI,6/2/2014,2014,III,0.578,0.348,0.293,0.004,0.745,0.828
244,2.815250,101.512116,LANGAT,6/2/2014,2014,III,0.308,0.109,0.100,0.013,0.591,0.063
245,2.855566,101.681266,LANGAT,6/2/2014,2014,III,0.347,0.261,0.221,0.037,0.731,0.137
246,2.855566,101.681266,LANGAT,5/2/2014,2014,III,0.487,0.109,0.134,0.004,0.648,0.267
247,2.888283,101.828900,PAJAM,6/2/2014,2014,III,0.616,0.174,0.143,0.002,0.672,0.221
248,2.992033,101.785800,LANGAT,6/2/2014,2014,III,0.250,0.239,0.202,0.008,0.667,0.419
249,3.008816,101.868916,SEMENYIH,6/2/2014,2014,II,0.593,0.087,0.090,0.007,0.715,0.021
250,3.041000,101.773133,LANGAT,6/2/2014,2014,III,0.273,0.239,0.197,0.012,0.648,0.408
251,3.111283,101.816816,LANGAT,5/2/2014,2014,I,0.687,0.022,0.053,0.001,0.694,0.004
252,3.167400,101.850566,LANGAT,5/2/2014,2014,II,0.638,0.043,0.046,0.000,0.708,0.014
253,3.173766,101.869250,LUI,5/2/2014,2014,I,0.662,0.043,0.021,0.000,0.690,0.005
254,2.815250,101.512116,LANGAT,8/3/2014,2014,III,0.312,0.130,0.102,0.029,0.586,0.008
255,2.855566,101.681266,LANGAT,8/3/2014,2014,III,0.187,0.283,0.227,0.011,0.669,0.022
256,2.855566,101.681266,LANGAT,6/3/2014,2014,II,0.505,0.196,0.156,0.007,0.795,0.006
