ID,LATITUDE,LONGTITUDE,RIVER,SMPDAT,YEAR,CLASS,DO,BOD,COD,SS,pH,AN,COND,SAL,DS,TEMP,TUR,E-coli,Coliform
1,2.777683,101.751983,LANGAT,10/1/2012,2012,III,0.268,0.087,0.131,0.129,0.536,0,0.79059,0.771,0.77351,0.597,0.128,0.00003,6.596E-07
2,2.777683,101.751983,LANGAT,12/3/2012,2012,III,0.079,0.087,0.064,0.099,0.468,0.04,0.18789,0.163,0.15212,0.417,0.199,0.00003,2.0638E-06
3,2.777683,101.751983,LANGAT,8/5/2012,2012,III,0.095,0.109,0.094,0.051,0.399,0.037,0.11314,0.095,0.13894,0.419,0.174,0.00001,1.245E-07
4,2.777683,101.751983,LANGAT,6/7/2012,2012,III,0.17,0.304,0.228,0.11,0.609,0.024,0.90471,0.895,0.86411,0.546,0.087,0.00101,1.51064E-05
5,2.777683,101.751983,LANGAT,6/8/2012,2012,III,0.177,0.326,0.325,0.014,0.594,0.005,1,1,1,0.556,0.048,0,3.681E-07
6,2.777633,101.7521,LANGAT,5/9/2012,2012,III,0.263,0.152,0.161,0.029,0.593,0.016,0.92775,0.92,0.85999,0.571,0.046,0.00002,4.723E-07
7,2.777683,101.751983,LANGAT,7/11/2012,2012,III,0.442,0.261,0.228,0,0.128,0.031,0.0047,0.004,0.00342,0.328,0,0,2.77E-08
8,2.777683,101.751983,LANGAT,10/1/2012,2012,III,0.132,0.109,0.143,0.029,0.484,0.118,0.00506,0.004,0.00346,0.495,0.091,0.00002,6.596E-07
9,2.777683,101.751983,LANGAT,2/2/2012,2012,III,0.295,0.043,0.088,0.009,0.465,0.062,0.00288,0.002,0.00218,0.592,0.064,0.00002,0.000000766
10,2.3976,101.982366,LANGAT,14/3/2012,2012,III,0.218,0.109,0.119,0.031,0.458,0.041,0.00309,0.002,0.00235,0.295,0.102,0.00004,1.8936E-06
11,2.3976,101.982366,LANGAT,9/4/2012,2012,III,0.178,0.109,0.1,0.046,0.555,0.065,0.00566,0.004,0.00284,0.501,0.125,0.00004,8.298E-07
12,2.481967,102.013,LANGAT,8/5/2012,2012,III,0.265,0.152,0.137,0.103,0.449,0.023,0.0023,0.002,0.00152,0.248,0.279,0.00007,1.2447E-06
13,2.3976,101.982366,LANGAT,11/6/2012,2012,IV,0,0.5,0.41,0.012,0.511,0.051,0.00433,0.003,0.00317,0.572,0.07,0.00002,2.702E-07
14,2.3976,101.982366,LANGAT,6/7/2012,2012,III,0.129,0.239,0.173,0.013,0.561,0.156,0.0059,0.004,0.00507,0.45,0.037,0,7.979E-07
15,2.3976,101.982366,LANGAT,6/8/2012,2012,III,0.175,0.065,0.1,0.004,0.564,0.117,0.00775,0.006,0.00511,0.482,0.054,0,8.404E-07
16,2.481967,102.013,LANGAT,5/9/2012,2012,III,0.347,0.109,0.131,0.06,0.578,0.005,0.00741,0.006,0.00585,0.345,0.089,0.00002,6.915E-07
17,2.481967,102.013,LANGAT,4/10/2012,2012,III,0.299,0.109,0.137,0.015,0.153,0.116,0.00759,0.005,0.00469,0.542,0.044,0,8.404E-07
18,2.3976,101.982366,LANGAT,7/11/2012,2012,III,0.401,0.087,0.088,0.016,0.463,0.027,0.0028,0.002,0.00181,0.374,0.05,0.00002,4.074E-07
19,2.481967,102.013,LANGAT,12/12/2012,2012,II,0.438,0.087,0.07,0.004,0.334,0.03,0.00316,0.002,0.00193,0.291,0.064,0.00005,0.000000466
20,2.481967,102.013,LANGAT,9/1/2012,2012,II,0.479,0.022,0.021,0.014,0.55,0,0.00452,0.003,0.00329,0.47,0.038,0.00003,8.298E-07
21,2.481967,102.013,LANGAT,2/2/2012,2012,II,0.599,0.043,0.015,0.026,0.531,0.094,0.00311,0.002,0.00259,0.457,0.053,0.00008,1.8298E-06
22,2.580816,101.95695,LANGAT,14/3/2012,2012,II,0.426,0.087,0.076,0.009,0.534,0.053,0.00293,0.002,0.00226,0.299,0.074,0.00009,3.1277E-06
23,2.580816,101.95695,LANGAT,5/4/2012,2012,II,0.444,0.022,0.015,0.06,0.52,0.044,0.00277,0.002,0.00165,0.466,0.126,0.00071,2.6809E-06
24,2.580816,101.95695,LANGAT,8/5/2012,2012,II,0.5,0.022,0.046,0.036,0.507,0.031,0.0022,0.002,0.00148,0.307,0.112,0.00027,2.7553E-06
25,2.580816,101.95695,LANGAT,11/6/2012,2012,II,0.35,0.043,0.033,0.012,0.516,0.001,0.00423,0.003,0.00309,0.555,0.035,0.00008,2.08511E-05
26,2.651733,101 55 501,LANGAT,6/7/2012,2012,III,0.458,0.087,0.088,0.053,0.582,0.154,0.0066,0.005,0.00642,0.46,0.056,0.00003,1.6702E-06
27,2.580816,101.95695,LANGAT,5/9/2012,2012,III,0.261,0.109,0.137,0.134,0.55,0.06,0.00269,0.002,0.0021,0.226,0.261,0.00036,7.6596E-06
28,2.651733,101 55 501,LANGAT,3/10/2012,2012,III,0.468,0.065,0.058,0.029,0.598,0.091,0.00441,0.003,0.00309,0.541,0.056,0.00001,1.511E-07
29,2.651733,101 55 501,LANGAT,7/11/2012,2012,III,0.5,0.174,0.179,0.058,0.49,0.034,0.00228,0.002,0.00156,0.306,0.133,0.0001,2.4894E-06
30,2.651733,101 55 501,LANGAT,12/12/2012,2012,II,0.608,0.087,0.076,0.004,0.525,0.034,0.00225,0.002,0.00128,0.293,0.064,0.00015,1.07447E-05
31,2.651733,101 55 501,LANGAT,9/1/2012,2012,III,0.413,0.109,0.204,0.042,0.562,0.003,0.00444,0.003,0.00305,0.407,0.083,0.00161,3.6383E-06
32,2.590666,101.96595,LANGAT,4/2/2012,2012,III,0.366,0.239,0.222,0.001,0.555,0.134,0.0047,0.004,0.00383,0.273,0.064,0.00046,5.3191E-06
33,2.651733,101 55 501,LANGAT,14/3/2012,2012,II,0.561,0.065,0.064,0.034,0.564,0.061,0.00275,0.002,0.0014,0.2,0.058,0.00001,2.606E-07
34,2.710183,101.952766,LANGAT,5/4/2012,2012,II,0.625,0.087,0.07,0.042,0.55,0.064,0.00277,0.002,0.00181,0.375,0.295,0.00164,9.6809E-06
35,2.710183,101.952766,LANGAT,8/5/2012,2012,II,0.537,0.043,0.058,0.035,0.525,0.051,0.00264,0.002,0.00247,0.365,0.092,0.00062,2.1489E-06
36,2.710183,101.952766,LANGAT,12/6/2012,2012,III,0.256,0.217,0.131,0.046,0.52,0.173,0.00499,0.004,0.00362,0.465,0.085,0.00108,7.6596E-06
37,2.710183,101.952766,LANGAT,5/7/2012,2012,III,0.452,0.304,0.246,0.043,0.557,0.138,0.00358,0.003,0.00251,0.412,0.057,0.00015,4.1383E-06
38,2.710183,101.952766,LANGAT,2/8/2012,2012,IV,0.202,0.413,0.404,0.088,0.546,0.268,0.00624,0.004,0.00494,0.334,0.102,0.00485,2.08511E-05
39,2.710183,101.952766,LANGAT,5/9/2012,2012,III,0.355,0.261,0.264,0.066,0.554,0.096,0.00475,0.004,0.00362,0.335,0.088,0.00185,1.03191E-05
40,2.693866,101.93366,LANGAT,3/10/2012,2012,III,0.352,0.217,0.216,0.086,0.626,0.143,0.0054,0.004,0.00362,0.475,0.119,0.0001,7.766E-07
41,2.693866,101.93366,LANGAT,7/11/2012,2012,II,0.568,0.087,0.07,0.067,0.561,0.047,0.00272,0.002,0.00165,0.335,0.064,0.00103,6.8085E-06
42,2.693866,101.93366,LANGAT,12/12/2012,2012,III,0.65,0.196,0.191,0.026,0.575,0.04,0.00228,0.002,0.0013,0.214,0.078,0.00027,2.7234E-06
43,2.693866,101.93366,LANGAT,9/1/2012,2012,I,0.756,0.022,0.021,0,0.621,0.01,0.00103,0.001,0.00037,0.262,0,0.00005,8.085E-07
44,2.693866,101.93366,LANGAT,13/3/2012,2012,I,0.64,0.022,0.04,0.003,0.562,0.002,0.00095,0.001,0.00025,0.323,0.005,0.00006,1.9043E-06
45,2.693866,101.93366,LANGAT,3/5/2012,2012,II,0.722,0.152,0.143,0.009,0.546,0,0.00082,0,0.00016,0.377,0.018,0.00011,9.681E-07
46,2.463083,102.0554,LANGAT,5/7/2012,2012,II,0.723,0.043,0.07,0,0.61,0.006,0.00095,0.001,0.00033,0.288,0.001,0.00027,2.0851E-06
47,2.463083,102.0554,LANGAT,3/9/2012,2012,I,0.719,0.022,0.015,0,0.646,0,0.00103,0.001,0.00033,0.342,0.005,0.00003,8.511E-07
48,2.463083,102.0554,LANGAT,7/11/2012,2012,I,0.738,0.022,0.015,0.001,0.577,0.001,0.00085,0.001,0.00021,0.227,0.002,0.00005,1.0213E-06
49,2.463083,102.0554,SEMENYIH,9/1/2012,2012,I,0.704,0.022,0.015,0.006,0.612,0.008,0.00069,0,0.00016,0.313,0.013,0.00007,7.979E-07
50,2.463083,102.0554,SEMENYIH,13/3/2012,2012,II,0.602,0.043,0.052,0.013,0.52,0.002,0.00077,0,0.00004,0.477,0.018,0.00012,1.1064E-06
51,2.463083,102.0554,SEMENYIH,3/5/2012,2012,II,0.665,0.13,0.143,0.023,0.463,0.002,0.00064,0,0,0.436,0.052,0.00007,1.1489E-06
52,2.456616,102.07135,SEMENYIH,5/7/2012,2012,II,0.684,0.109,0.119,0.032,0.594,0.016,0.00079,0,0.00016,0.333,0.052,0.00008,1.2234E-06
53,2.456616,102.07135,SEMENYIH,3/9/2012,2012,II,0.683,0.043,0.052,0.004,0.623,0.004,0.00085,0.001,0.00016,0.375,0.01,0.0001,1.0957E-06
54,2.456616,102.07135,SEMENYIH,7/11/2012,2012,II,0.691,0.022,0.033,0.022,0.582,0.004,0.00069,0,0.00004,0.332,0.055,0.00009,6.489E-07
55,2.456616,102.07135,LUI,9/1/2012,2012,I,0.713,0.022,0.015,0.003,0.575,0.007,0.00095,0.001,0.00029,0.208,0.003,0.00016,1.7872E-06
56,2.456616,102.07135,LUI,13/3/2012,2012,II,0.638,0.043,0.058,0.01,0.507,0,0.00087,0.001,0.00016,0.238,0.011,0.00008,1.6489E-06
57,2.456616,102.07135,LUI,3/5/2012,2012,II,0.724,0.152,0.185,0.018,0.472,0.001,0.00079,0,0.00025,0.182,0.036,0.00008,1.6809E-06
58,2.538366,102.036133,LUI,5/7/2012,2012,II,0.713,0.087,0.058,0.001,0.541,0.015,0.00095,0.001,0.00033,0.13,0.003,0.00014,1.1489E-06
59,2.538366,102.036133,LUI,3/9/2012,2012,II,0.685,0.152,0.131,0,0.57,0,0.00098,0.001,0.00029,0.25,0,0.00006,1.2872E-06
60,2.538366,102.036133,LUI,7/11/2012,2012,I,0.727,0.022,0.021,0.009,0.532,0.001,0.00087,0.001,0.00021,0.163,0.009,0,0
61,2.538366,102.036133,LANGAT,9/1/2012,2012,II,0.522,0.022,0.027,0.09,0.555,0.005,0.00301,0.002,0.00206,0.244,0.185,0.00028,3.5745E-06
62,2.538366,102.036133,LANGAT,4/2/2012,2012,II,0.531,0.022,0.027,0.008,0.557,0.119,0.00264,0.002,0.00189,0.237,0.035,0.0001,4.0106E-06
63,2.538366,102.036133,LANGAT,13/3/2012,2012,II,0.645,0.065,0.1,0.057,0.562,0.029,0.00194,0.002,0.00107,0.281,0.115,0.00024,4.1277E-06
64,2.5923,102.085316,LANGAT,5/4/2012,2012,III,0.622,0.174,0.198,0.079,0.486,0.057,0.0022,0.002,0.00148,0.306,0.324,0.00185,6.0426E-06
65,2.5923,102.085316,LANGAT,3/5/2012,2012,III,0.711,0.348,0.289,0.108,0.518,0.024,0.00173,0.001,0.00103,0.172,0.297,0.00131,0.000005234
66,2.5923,102.085316,LANGAT,12/6/2012,2012,III,0.498,0.065,0.046,0.062,0.561,0.118,0.00322,0.002,0.00243,0.347,0.062,0.00128,7.6596E-06
67,2.5923,102.085316,LANGAT,5/7/2012,2012,II,0.604,0.13,0.1,0.01,0.55,0.089,0.00233,0.002,0.00156,0.22,0.027,0.00009,2.6383E-06
68,2.5923,102.085316,LANGAT,2/8/2012,2012,IV,0.259,0.522,0.459,0.068,0.497,0.436,0.00543,0.004,0.00424,0.299,0.046,0.00905,0.000123404
69,2.5923,102.085316,LANGAT,3/9/2012,2012,III,0.596,0.087,0.082,0.011,0.584,0.192,0.00368,0.003,0.00231,0.357,0.025,0.00005,1.4787E-06
70,2.5924,102.052783,LANGAT,3/10/2012,2012,III,0.563,0.087,0.07,0.044,0.605,0.091,0.00285,0.002,0.00161,0.366,0.048,0.00019,1.3298E-06
71,2.5924,102.052783,LANGAT,7/11/2012,2012,II,0.722,0.152,0.161,0.028,0.57,0.033,0.00171,0.001,0.00095,0.21,0.045,0.0006,2.8085E-06
72,2.5924,102.052783,LANGAT,12/12/2012,2012,II,0.753,0.152,0.131,0.004,0.582,0.039,0.00165,0.001,0.00084,0.219,0.058,0.00066,2.7021E-06
73,2.5924,102.052783,LANGAT,9/1/2012,2012,I,0.732,0.022,0.015,0.001,0.598,0.005,0.00108,0.001,0.00049,0.343,0.01,0.00017,8.298E-07
74,2.5924,102.052783,LANGAT,13/3/2012,2012,I,0.627,0.022,0.015,0.007,0.538,0.006,0.00105,0.001,0.00033,0.293,0.02,0.00013,2.4574E-06
75,2.5924,102.052783,LANGAT,3/5/2012,2012,II,0.693,0.152,0.137,0.023,0.484,0.01,0.00095,0.001,0.00033,0.224,0.062,0.00016,1.2766E-06
76,2.590666,101.96595,LANGAT,5/7/2012,2012,II,0.685,0.065,0.112,0.005,0.589,0.008,0.001,0.001,0.00045,0.174,0.01,0.00016,2.3085E-06
77,2.590666,101.96595,LANGAT,3/9/2012,2012,I,0.68,0.022,0.021,0,0.601,0,0.00113,0.001,0.00058,0.274,0.005,0.00005,1.5532E-06
78,2.590666,101.96595,LANGAT,7/11/2012,2012,II,0.699,0.087,0.076,0.004,0.589,0.006,0.00098,0.001,0.00033,0.246,0.024,0.00012,1.0851E-06
79,2.590666,101.96595,PAJAM,10/1/2012,2012,II,0.585,0.022,0.015,0.016,0.742,0.061,0.02561,0.021,0.02005,0.431,0.016,0.0003,1.2021E-06
80,2.580816,101.95695,PAJAM,2/2/2012,2012,II,0.489,0.087,0.106,0.041,0.546,0.005,0.00407,0.003,0.00325,0.565,0.064,0.00029,2.0426E-06
81,2.590666,101.96595,PAJAM,13/3/2012,2012,III,0.446,0.109,0.094,0.012,0.55,0.067,0.00376,0.003,0.00243,0.641,0.024,0.0001,4.2234E-06
82,2.790833,102.00645,PAJAM,9/4/2012,2012,III,0.392,0.174,0.155,0.009,0.617,0.119,0.00436,0.003,0.00251,0.595,0.064,0.00009,3.5532E-06
83,2.790833,102.00645,PAJAM,3/5/2012,2012,III,0.347,0.217,0.234,0.063,0.557,0.032,0.00394,0.003,0.00276,0.62,0.119,0.00234,0.00016383
84,2.790833,102.00645,PAJAM,11/6/2012,2012,III,0.5,0.239,0.119,0.032,0.546,0.081,0.00488,0.004,0.00362,0.734,0.064,0.00041,0.000003766
85,2.790833,102.00645,PAJAM,6/7/2012,2012,III,0.388,0.109,0.137,0.073,0.626,0.169,0.00569,0.004,0.00511,0.612,0.162,0.00003,0.000001234
86,2.790833,102.00645,PAJAM,2/8/2012,2012,II,0.597,0.043,0.058,0.006,0.61,0.044,0.00553,0.004,0.00375,0.495,0.031,0.00011,3.0319E-06
87,2.790833,102.00645,PAJAM,3/9/2012,2012,II,0.527,0.022,0.015,0.007,0.577,0.026,0.00532,0.004,0.00371,0.433,0.017,0.00001,6.702E-07
88,2.44275,102.1146,PAJAM,3/10/2012,2012,II,0.469,0.065,0.058,0.019,0.656,0.06,0.00587,0.004,0.00383,0.474,0.023,0.00002,2.457E-07
89,2.44275,102.1146,PAJAM,7/11/2012,2012,III,0.534,0.13,0.137,0.037,0.573,0.1,0.00345,0.002,0.00231,0.624,0.069,0.00018,1.3936E-06
90,2.44275,102.1146,PAJAM,12/12/2012,2012,III,0.541,0.152,0.143,0.039,0.586,0.089,0.00345,0.002,0.00224,0.435,0.042,0.00002,0.000002383
91,2.44275,102.1146,BATANG NILAI,10/1/2012,2012,III,0.482,0.217,0.155,0.005,0.711,0.402,0.01178,0.009,0.01268,0.685,0.007,0.00043,4.0532E-06
92,2.44275,102.1146,BATANG NILAI,2/2/2012,2012,II,0.806,0.174,0.155,0.002,0.736,0,0.01079,0.008,0.00992,0.774,0.006,0.00477,3.31915E-05
93,2.44275,102.1146,BATANG NILAI,13/3/2012,2012,III,0.227,0.174,0.173,0.003,0.605,0.129,0.0092,0.007,0.00679,0.708,0.012,0.00183,0.000125532
94,2.296033,102.260766,BATANG NILAI,9/4/2012,2012,II,0.733,0.022,0.015,0.007,0.704,0.016,0.0072,0.005,0.00581,0.77,0.018,0.00011,0.000002883
95,2.296033,102.260766,BATANG NILAI,8/5/2012,2012,III,1,0.239,0.271,0.004,0.834,0.232,0.00837,0.006,0.00787,0.853,0.012,0.00067,0.000007766
96,2.295983,102.26055,BATANG NILAI,11/6/2012,2012,III,0.718,0.348,0.234,0.006,0.719,0.571,0.01241,0.009,0.01095,0.807,0.019,0.00024,5.8191E-06
97,2.296033,102.260766,BATANG NILAI,6/7/2012,2012,III,0.757,0.239,0.191,0.005,0.795,0.308,0.01139,0.009,0.01013,0.821,0.006,0.00044,7.1277E-06
98,2.296033,102.260766,BATANG NILAI,2/8/2012,2012,III,0.605,0.239,0.185,0.004,0.68,0.425,0.01259,0.009,0.00988,0.606,0.011,0.00186,1.34043E-05
99,2.296033,102.260766,BATANG NILAI,3/9/2012,2012,II,0.675,0.022,0.015,0.001,0.735,0.022,0.01386,0.011,0.01215,0.712,0.005,0.0002,6.5957E-06
100,2.296033,102.260766,BATANG NILAI,3/10/2012,2012,IV,0.259,0.391,0.295,0.039,0.747,0.536,0.01951,0.014,0.01499,0.503,0.064,0.00097,5.7979E-06
101,2.296033,102.260766,BATANG NILAI,7/11/2012,2012,II,0.63,0.087,0.076,0.011,0.593,0.178,0.00483,0.004,0.00342,0.611,0.015,0.00063,6.0851E-06
102,2.296033,102.260766,BATANG NILAI,12/12/2012,2012,III,0.7,0.174,0.161,0.005,0.63,0.176,0.00496,0.004,0.00347,0.577,0.01,0.00028,7.1277E-06
103,2.296033,102.260766,JIJAN,10/1/2012,2012,II,0.648,0.065,0.082,0.003,0.545,0.02,0.00194,0.001,0.00169,0.631,0.006,0.00002,8.723E-07
104,2.296033,102.260766,JIJAN,2/2/2012,2012,II,0.56,0.022,0.015,0.004,0.527,0.033,0.00178,0.001,0.00124,0.725,0.012,0.00002,1.0319E-06
105,2.296033,102.260766,JIJAN,13/3/2012,2012,II,0.532,0.065,0.058,0.014,0.401,0.012,0.00189,0.001,0.00103,0.585,0.036,0.00003,2.8085E-06
106,2.339783,101.254433,JIJAN,9/4/2012,2012,II,0.541,0.109,0.119,0.058,0.445,0.009,0.00181,0.001,0.00074,0.432,0.162,0.00009,1.9574E-06
107,2.339783,101.254433,JIJAN,8/5/2012,2012,III,0.53,0.109,0.161,0.075,0.36,0.017,0.00147,0.001,0.00091,0.762,0.3,0.00005,3.298E-07
108,2.339633,102.254166,JIJAN,11/6/2012,2012,II,0.74,0.022,0.027,0.001,0.477,0.043,0.00199,0.002,0.00119,0.788,0.007,0.00004,2.309E-07
109,2.339783,101.254433,JIJAN,6/7/2012,2012,II,0.504,0.022,0.015,0.013,0.564,0.032,0.00223,0.002,0.00202,0.791,0.035,0.00002,6.596E-07
110,2.339783,101.254433,JIJAN,2/8/2012,2012,II,0.553,0.022,0.015,0.011,0.564,0.115,0.00293,0.002,0.00198,0.543,0.046,0.0009,4.0319E-06
111,2.339783,101.254433,JIJAN,3/9/2012,2012,II,0.623,0.087,0.076,0.007,0.614,0.087,0.00327,0.002,0.00276,0.734,0.024,0.00001,6.064E-07
112,2.339783,101.254433,JIJAN,3/10/2012,2012,II,0.588,0.022,0.021,0.047,0.607,0.057,0.00272,0.002,0.00247,0.534,0.064,0.00001,1.032E-07
113,2.339783,101.254433,JIJAN,7/11/2012,2012,II,0.59,0.065,0.076,0.023,0.522,0.015,0.00194,0.002,0.00132,0.539,0.039,0.00004,1.2128E-06
114,2.339783,101.254433,JIJAN,12/12/2012,2012,II,0.677,0.109,0.137,0.008,0.573,0.027,0.00178,0.001,0.00092,0.476,0.054,0.00003,0.000000617
115,2.864966,101.437483,LANGAT,4/1/2013,2013,III,0.368,0.087,0.088,0.072,0.321,0.071,0.09025,0.066,0.07799,0.538,0.115,0.00002,2.628E-07
116,2.864966,101.437483,LANGAT,6/3/2013,2013,III,0.29,0.109,0.118,0.03,0.506,0.038,0.42107,0.348,0.34525,0.646,0.029,0.00024,8.1915E-06
117,2.864966,101.437483,LANGAT,4/5/2013,2013,III,0.158,0.087,0.064,0.019,0.474,0.039,0.01589,0.012,0.014,0.375,0.088,0.00003,3.511E-07
118,2.864966,101.437483,LANGAT,7/7/2013,2013,III,0.38,0.13,0.106,0.038,0.601,0.06,0.55317,0.521,0.42761,0.574,0.025,0,1.479E-07
119,2.864966,101.437483,LANGAT,4/9/2013,2013,II,0.443,0.022,0.027,0.007,0.353,0.095,0.51862,0.486,0.38149,0.525,0.034,0.00001,1.298E-07
120,2.81525,101.512116,LANGAT,8/11/2013,2013,III,0.214,0.109,0.106,0.011,0.073,0.061,0.2743,0.244,0.21553,0.44,0.05,0,8.62E-08
121,2.81525,101.512116,LANGAT,4/1/2013,2013,III,0.374,0.087,0.1,0.068,0.385,0.055,0.00368,0.003,0.00255,0.492,0.179,0.00002,0.000000334
122,2.81525,101.512116,LANGAT,14/2/2013,2013,III,0.295,0.087,0.07,0.305,0.445,0.068,0.00532,0.004,0.00344,0.503,0.491,0.00004,8.511E-07
123,2.81525,101.512116,LANGAT,6/3/2013,2013,III,0.251,0.239,0.154,0.021,0.444,0.066,0.0046,0.003,0.00303,0.649,0.085,0.00002,0.000000133
124,2.81525,101.512116,LANGAT,3/4/2013,2013,III,0.197,0.065,0.058,0.029,0.486,0.066,0.00381,0.003,0.0029,0.656,0.076,0.00003,0.000000217
125,2.81525,101.512116,LANGAT,4/5/2013,2013,III,0.397,0.174,0.133,0.069,0.468,0.06,0.00309,0.002,0.00222,0.345,0.162,0.00005,4.787E-07
126,2.81525,101.512116,LANGAT,5/6/2013,2013,III,0.198,0.109,0.1,0.033,0.516,0.08,0.00467,0.004,0.00348,0.524,0.123,0.00001,4.15E-08
127,2.81525,101.512116,LANGAT,7/7/2013,2013,III,0.182,0.087,0.1,0.036,0.621,0.06,0.00462,0.003,0.00307,0.398,0.106,0.00002,1.5106E-06
128,2.81525,101.512116,LANGAT,1/8/2013,2013,III,0.273,0.152,0.164,0.003,0.518,0.143,0.0066,0.005,0.00362,0.528,0.015,0.00002,2.702E-07
129,2.81525,101.512116,LANGAT,4/9/2013,2013,III,0.359,0.065,0.069,0.097,0.454,0.069,0.00561,0.004,0.00387,0.331,0.064,0,2.87E-08
130,2.81525,101.512116,LANGAT,3/10/2013,2013,III,0.332,0.239,0.191,0.012,0.367,0.187,0.01079,0.008,0.00811,0.521,0.05,0,7.23E-08
131,2.81525,101.512116,LANGAT,8/11/2013,2013,IV,0.248,0.239,0.21,0.017,0,0.092,0.01019,0.008,0.00774,0.404,0.079,0,9.47E-08
132,2.855566,101.681266,LANGAT,13/12/2013,2013,III,0.422,0.065,0.067,0.001,0.2,0.078,0.00579,0.004,0.00515,0.553,0.006,0,1.49E-08
133,2.855566,101.681266,LANGAT,4/1/2013,2013,II,0.631,0.022,0.015,0.023,0.548,0.067,0.00342,0.002,0.00239,0.525,0.029,0.00001,6.702E-07
134,2.855566,101.681266,LANGAT,14/2/2013,2013,II,0.477,0.022,0.015,0.039,0.536,0.1,0.00413,0.003,0.00279,0.505,0.031,0.00004,9.362E-07
135,2.855566,101.681266,LANGAT,6/3/2013,2013,III,0.377,0.174,0.106,0.039,0.541,0.097,0.0059,0.004,0.0049,0.649,0.056,0.00003,3.255E-07
136,2.855566,101.681266,LANGAT,3/4/2013,2013,III,0.381,0.196,0.164,0.029,0.518,0.066,0.00345,0.002,0.00266,0.67,0.046,0.0001,1.2553E-06
137,2.855566,101.681266,LANGAT,4/5/2013,2013,III,0.407,0.043,0.033,0.097,0.481,0.038,0.00236,0.002,0.00169,0.319,0.367,0.00016,0.0000025
138,2.855566,101.681266,LANGAT,5/6/2013,2013,III,0.367,0.196,0.166,0.107,0.573,0.028,0.00251,0.002,0.00168,0.286,0.445,0.00013,6.596E-07
139,2.855566,101.681266,LANGAT,7/7/2013,2013,III,0.48,0.109,0.105,0.032,0.672,0.131,0.00894,0.007,0.00626,0.449,0.036,0.00001,8.191E-07
140,2.855566,101.681266,LANGAT,1/8/2013,2013,III,0.412,0.174,0.188,0.013,0.601,0.195,0.00558,0.004,0.00469,0.465,0.061,0.00001,5.745E-07
141,2.855566,101.681266,LANGAT,4/9/2013,2013,III,0.515,0.109,0.096,0.055,0.555,0.033,0.00236,0.002,0.0015,0.292,0.23,0.00012,1.5532E-06
142,2.855566,101.681266,LANGAT,3/10/2013,2013,III,0.375,0.109,0.094,0.013,0.541,0.237,0.00657,0.005,0.00498,0.439,0.058,0.00002,7.128E-07
143,2.855566,101.681266,LANGAT,8/11/2013,2013,III,0.463,0.152,0.137,0.05,0.408,0.105,0.00574,0.004,0.00399,0.353,0.168,0.00007,1.0426E-06
144,2.992033,101.7858,LANGAT,14/12/2013,2013,III,0.371,0.087,0.087,0.015,0.52,0.079,0.00368,0.003,0.0027,0.458,0.065,0.00009,6.915E-07
145,2.992033,101.7858,LANGAT,6/1/2013,2013,II,0.484,0.022,0.046,0.041,0.571,0.073,0.00319,0.002,0.00202,0.333,0.052,0.0019,1.01064E-05
146,2.992033,101.7858,LANGAT,14/2/2013,2013,III,0.444,0.022,0.015,0.011,0.543,0.179,0.00465,0.003,0.0032,0.313,0.045,0.00116,8.8298E-06
147,2.992033,101.7858,LANGAT,6/3/2013,2013,III,0.313,0.413,0.27,0.013,0.532,0.169,0.00548,0.004,0.00601,0.521,0.064,0.00028,3.1596E-06
148,2.992033,101.7858,LANGAT,4/4/2013,2013,III,0.398,0.174,0.131,0.067,0.522,0.099,0.00397,0.003,0.00296,0.429,0.06,0.00134,7.5532E-06
149,2.992033,101.7858,LANGAT,12/5/2013,2013,II,0.648,0.043,0.043,0.013,0.609,0.054,0.00285,0.002,0.00187,0.324,0.06,0.0004,3.5319E-06
150,2.992033,101.7858,LANGAT,5/6/2013,2013,III,0.389,0.174,0.139,0.009,0.594,0.059,0.00368,0.003,0.00266,0.341,0.057,0.00056,7.9787E-06
151,2.992033,101.7858,LANGAT,5/7/2013,2013,III,0.389,0.326,0.289,0.045,0.578,0.085,0.00486,0.004,0.00351,0.277,0.069,0.00031,7.3404E-06
152,2.992033,101.7858,LANGAT,1/8/2013,2013,III,0.397,0.37,0.373,0.059,0.672,0.087,0.0042,0.003,0.00265,0.335,0.192,0.00066,9.0426E-06
153,2.992033,101.7858,LANGAT,4/9/2013,2013,III,0.6,0.196,0.164,0.042,0.481,0.059,0.00251,0.002,0.00153,0.155,0.177,0.00082,4.7447E-06
154,2.992033,101.7858,LANGAT,3/10/2013,2013,III,0.351,0.348,0.295,0.03,0.578,0.125,0.00441,0.003,0.00303,0.341,0.139,0.00306,1.53191E-05
155,2.910983,101.784,LANGAT,6/11/2013,2013,III,0.241,0.109,0.106,0.017,0.559,0.192,0.00558,0.004,0.0049,0.444,0.074,0.0008,0.000016383
156,3.1674,101.850566,LANGAT,11/12/2013,2013,III,0.416,0.109,0.102,0.016,0.639,0.081,0.00407,0.003,0.00286,0.429,0.076,0.00278,1.44681E-05
157,3.1674,101.850566,LANGAT,6/1/2013,2013,I,0.67,0.022,0.015,0.001,0.587,0.006,0.00095,0.001,0.00025,0.203,0.003,0.0001,6.7021E-06
158,3.1674,101.850566,LANGAT,6/3/2013,2013,I,0.764,0,0,0.001,0.548,0.003,0.001,0.001,0.00037,0.477,0.001,0.00002,0.000000166
